+--------------------------+------------------------------------+---------+-----------------------------+------------+------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                         |
| Don't use the item ID for anything "proper"!!                                                                                                                                                           |
| It's provided here for completeness's sake, it's different in every world.                                                                                                                              |
+--------------------------+------------------------------------+---------+-----------------------------+------------+------------------------------------------------------------------------------------+
| Mod name                 | Registry name                      | Item ID | Display name                | Plant Type | Tags                                                                               |
| Oh The Biomes You'll Go  | byg:prairie_grass                  |    6741 | Prairie Grass               | Plains     | minecraft:flowers, minecraft:small_flowers                                         |
| Oh The Biomes You'll Go  | byg:prickly_pear_cactus            |    6740 | Prickly Pear Cactus         | Plains     | byg:green_dye                                                                      |
| Oh The Biomes You'll Go  | byg:protea_flower                  |    6805 | Protea Flower               | Plains     | byg:magenta_dye, minecraft:flowers, minecraft:small_flowers                        |
| Oh The Biomes You'll Go  | byg:purple_amaranth                |    6806 | Purple Amaranth Bush        | Plains     | byg:purple_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:purple_glowcane                |    6677 | Purple Glowcane             | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:purple_glowshroom              |    6684 | Purple Glowshroom           | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:purple_orchid                  |    6807 | Purple Orchid               | Plains     | byg:purple_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:purple_sage                    |    6808 | Purple Sage                 | Plains     | byg:purple_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:purple_tulip                   |    6809 | Purple Tulip                | Plains     | byg:purple_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:rainbow_eucalyptus_sapling     |    6527 | Rainbow Eucalyptus Sapling  | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:red_birch_sapling              |    6660 | Red Birch Sapling           | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:red_cornflower                 |    6810 | Red Cornflower              | Plains     | byg:red_dye, minecraft:flowers, minecraft:small_flowers                            |
| Oh The Biomes You'll Go  | byg:red_glowcane                   |    6680 | Red Glowcane                | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:red_maple_sapling              |    6482 | Red Maple Sapling           | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:red_oak_sapling                |    6662 | Red Oak Sapling             | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:red_orchid                     |    6811 | Red Orchid                  | Plains     | byg:red_dye, minecraft:flowers, minecraft:small_flowers                            |
| Oh The Biomes You'll Go  | byg:red_spruce_sapling             |    6664 | Red Spruce Sapling          | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:redwood_sapling                |    6545 | Redwood Sapling             | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:reeds                          |    6742 | Reeds                       | Plains     | byg:brown_dye                                                                      |
| Oh The Biomes You'll Go  | byg:richea                         |    6812 | Richea                      | Plains     | byg:light_gray_dye, minecraft:flowers, minecraft:small_flowers                     |
| Oh The Biomes You'll Go  | byg:rose                           |    6813 | Rose                        | Plains     | byg:red_dye, minecraft:flowers, minecraft:small_flowers                            |
| Oh The Biomes You'll Go  | byg:short_beach_grass              |    6751 | Short Beach Grass           | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:short_grass                    |    6743 | Short Grass                 | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:silver_maple_sapling           |    6484 | Silver Maple Sapling        | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:silver_vase_flower             |    6814 | Silver Vase Flower          | Plains     | byg:pink_dye, minecraft:flowers, minecraft:small_flowers                           |
| Oh The Biomes You'll Go  | byg:skyris_sapling                 |    6565 | Skyris Sapling              | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:snowdrops                      |    6815 | Snowdrops                   | Plains     | byg:white_dye, minecraft:flowers, minecraft:small_flowers                          |
| Oh The Biomes You'll Go  | byg:sythian_roots                  |    6702 | Sythian Roots               | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:sythian_sprout                 |    6703 | Sythian Sprout              | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:tall_allium                    |    6766 | Tall Purple Allium          | Plains     | byg:purple_dye, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers |
| Oh The Biomes You'll Go  | byg:tall_embur_roots               |    6713 | Tall Embur Roots            | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:tall_pink_allium               |    6801 | Tall Pink Allium            | Plains     | byg:pink_dye, minecraft:flowers, minecraft:small_flowers, minecraft:tall_flowers   |
| Oh The Biomes You'll Go  | byg:tall_prairie_grass             |    6744 | Tall Prairie Grass          | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:tiny_lilypads                  |    6745 | Tiny Lilypads               | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:torch_ginger                   |    6816 | Torch Ginger                | Plains     | byg:red_dye, minecraft:flowers, minecraft:small_flowers                            |
| Oh The Biomes You'll Go  | byg:violet_leather_flower          |    6817 | Violet Leather Flower       | Plains     | byg:blue_dye, minecraft:flowers, minecraft:small_flowers                           |
| Oh The Biomes You'll Go  | byg:warped_bush                    |    6689 | Warped Bush                 | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:warped_cactus                  |    6688 | Warped Cactus               | Desert     |                                                                                    |
| Oh The Biomes You'll Go  | byg:water_silk                     |    6746 | Water Silk                  | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:weed_grass                     |    6749 | Weed Grass                  | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:weeping_milkcap                |    6726 | Weeping Milkcap             | Plains     | forge:mushrooms                                                                    |
| Oh The Biomes You'll Go  | byg:white_anemone                  |    6818 | White Anemone               | Plains     | byg:white_dye, minecraft:flowers, minecraft:small_flowers                          |
| Oh The Biomes You'll Go  | byg:white_cherry_foliage           |    6296 | White Cherry Foliage        | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:white_cherry_sapling           |    6295 | White Cherry Sapling        | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:white_sage                     |    6819 | White Sage                  | Plains     | byg:white_dye, minecraft:flowers, minecraft:small_flowers                          |
| Oh The Biomes You'll Go  | byg:willow_sapling                 |    6584 | Willow Sapling              | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:wilted_grass                   |    6750 | Wilted Grass                | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:winter_cyclamen                |    6820 | Winter Cyclamen             | Plains     | byg:cyan_dye, minecraft:flowers, minecraft:small_flowers                           |
| Oh The Biomes You'll Go  | byg:winter_grass                   |    6748 | Winter Grass                | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:winter_rose                    |    6821 | Winter Rose                 | Plains     | byg:white_dye, minecraft:flowers, minecraft:small_flowers                          |
| Oh The Biomes You'll Go  | byg:winter_scilla                  |    6822 | Winter Scilla               | Plains     | byg:light_blue_dye, minecraft:flowers, minecraft:small_flowers                     |
| Oh The Biomes You'll Go  | byg:winter_succulent               |    6747 | Winter Succulent            | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:witch_hazel_sapling            |    6603 | Witch-hazel Sapling         | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:wood_blewit                    |    6728 | Wood Blewit                 | Plains     | forge:mushrooms                                                                    |
| Oh The Biomes You'll Go  | byg:yellow_birch_sapling           |    6666 | Yellow Birch Sapling        | Plains     | forge:saplings, minecraft:saplings                                                 |
| Oh The Biomes You'll Go  | byg:yellow_daffodil                |    6823 | Yellow Daffodil             | Plains     | byg:yellow_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:yellow_spruce_sapling          |    6668 | Yellow Spruce Sapling       | Plains     |                                                                                    |
| Oh The Biomes You'll Go  | byg:yellow_tulip                   |    6824 | Yellow Tulip                | Plains     | byg:yellow_dye, minecraft:flowers, minecraft:small_flowers                         |
| Oh The Biomes You'll Go  | byg:zelkova_sapling                |    6621 | Zelkova Sapling             | Plains     | forge:saplings, minecraft:saplings                                                 |
| Quark                    | quark:blue_blossom_sapling         |    5449 | Frosty Blossom Sapling      | Plains     | minecraft:saplings                                                                 |
| Quark                    | quark:glowshroom                   |    5467 | Glowshroom                  | Plains     | forge:mushrooms, forge:mushrooms/edible, forge:mushrooms/glowshroom                |
| Quark                    | quark:lavender_blossom_sapling     |    5451 | Serene Blossom Sapling      | Plains     | minecraft:saplings                                                                 |
| Quark                    | quark:orange_blossom_sapling       |    5453 | Warm Blossom Sapling        | Plains     | minecraft:saplings                                                                 |
| Quark                    | quark:pink_blossom_sapling         |    5455 | Sweet Blossom Sapling       | Plains     | minecraft:saplings                                                                 |
| Quark                    | quark:yellow_blossom_sapling       |    5457 | Sunny Blossom Sapling       | Plains     | minecraft:saplings                                                                 |
+--------------------------+------------------------------------+---------+-----------------------------+------------+------------------------------------------------------------------------------------+
| Mod name                 | Registry name                      | Item ID | Display name                | Plant Type | Tags                                                                               |
+--------------------------+------------------------------------+---------+-----------------------------+------------+------------------------------------------------------------------------------------+
