+----------------------------+---------------------------------------------------------+---------------------------------------------------------+-----------------------------------------------------+--------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
| Mod name                   | Registry name                                           | Item ID                                                 | Display name                                        | Exists | Tags                                                                                                                                                                                                    |
| Minecraft                  | minecraft:brain_coral                                   | minecraft:brain_coral                                   | Brain Coral                                         | true   | minecraft:coral_plants, minecraft:corals, minecraft:underwater_bonemeals                                                                                                                                |
| Minecraft                  | minecraft:brain_coral_block                             | minecraft:brain_coral_block                             | Brain Coral Block                                   | true   | minecraft:coral_blocks                                                                                                                                                                                  |
| Minecraft                  | minecraft:brain_coral_fan                               | minecraft:brain_coral_fan                               | Brain Coral Fan                                     | true   | minecraft:corals, minecraft:underwater_bonemeals                                                                                                                                                        |
| Minecraft                  | minecraft:brain_coral_wall_fan                          | minecraft:brain_coral_fan                               | Brain Coral Fan                                     | true   | minecraft:underwater_bonemeals, minecraft:wall_corals                                                                                                                                                   |
| Minecraft                  | minecraft:brewing_stand                                 | minecraft:brewing_stand                                 | Brewing Stand                                       | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:brick_slab                                    | minecraft:brick_slab                                    | Brick Slab                                          | true   | minecraft:slabs, mubble:brick/slabs, rsgauges:slabs, rsgauges:stone_like                                                                                                                                |
| Minecraft                  | minecraft:brick_stairs                                  | minecraft:brick_stairs                                  | Brick Stairs                                        | true   | minecraft:stairs, mubble:brick/stairs, rsgauges:stone_like                                                                                                                                              |
| Minecraft                  | minecraft:brick_wall                                    | minecraft:brick_wall                                    | Brick Wall                                          | true   | extendednether:walls, forge:walls, minecraft:walls, mubble:brick/walls, rsgauges:stone_like                                                                                                             |
| Minecraft                  | minecraft:bricks                                        | minecraft:bricks                                        | Bricks                                              | true   | mubble:brick/blocks, rsgauges:stone_like                                                                                                                                                                |
| Minecraft                  | minecraft:brown_banner                                  | minecraft:brown_banner                                  | Brown Banner                                        | true   | minecraft:banners                                                                                                                                                                                       |
| Minecraft                  | minecraft:brown_bed                                     | minecraft:brown_bed                                     | Brown Bed                                           | true   | minecraft:beds, rsgauges:wooden                                                                                                                                                                         |
| Minecraft                  | minecraft:brown_carpet                                  | minecraft:brown_carpet                                  | Brown Carpet                                        | true   | minecraft:carpets                                                                                                                                                                                       |
| Minecraft                  | minecraft:brown_concrete                                | minecraft:brown_concrete                                | Brown Concrete                                      | true   | mubble:concrete/blocks                                                                                                                                                                                  |
| Minecraft                  | minecraft:brown_concrete_powder                         | minecraft:brown_concrete_powder                         | Brown Concrete Powder                               | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:brown_glazed_terracotta                       | minecraft:brown_glazed_terracotta                       | Brown Glazed Terracotta                             | true   | rsgauges:clay_like, rsgauges:stone_like                                                                                                                                                                 |
| Minecraft                  | minecraft:brown_mushroom                                | minecraft:brown_mushroom                                | Brown Mushroom                                      | true   | minecraft:enderman_holdable, mubble:mushrooms                                                                                                                                                           |
| Minecraft                  | minecraft:brown_mushroom_block                          | minecraft:brown_mushroom_block                          | Brown Mushroom Block                                | true   | mubble:mushroom_blocks                                                                                                                                                                                  |
| Minecraft                  | minecraft:brown_shulker_box                             | minecraft:brown_shulker_box                             | Brown Shulker Box                                   | true   | minecraft:shulker_boxes                                                                                                                                                                                 |
| Minecraft                  | minecraft:brown_stained_glass                           | minecraft:brown_stained_glass                           | Brown Stained Glass                                 | true   | appliedenergistics2:whitelisted/facades, forge:glass, forge:glass/brown, forge:stained_glass, minecraft:impermeable, rsgauges:glass_like                                                                |
| Minecraft                  | minecraft:brown_stained_glass_pane                      | minecraft:brown_stained_glass_pane                      | Brown Stained Glass Pane                            | true   | forge:glass_panes, forge:glass_panes/brown, forge:stained_glass_panes, rsgauges:glass_like                                                                                                              |
| Minecraft                  | minecraft:brown_terracotta                              | minecraft:brown_terracotta                              | Brown Terracotta                                    | true   | forge:terracotta, mubble:terracotta/blocks, rsgauges:clay_like, rsgauges:stone_like                                                                                                                     |
| Minecraft                  | minecraft:brown_wall_banner                             | minecraft:brown_banner                                  | Brown Banner                                        | true   | minecraft:banners                                                                                                                                                                                       |
| Minecraft                  | minecraft:brown_wool                                    | minecraft:brown_wool                                    | Brown Wool                                          | true   | create:windmill_sails, minecraft:wool                                                                                                                                                                   |
| Minecraft                  | minecraft:bubble_column                                 |                                                         | Bubble Column                                       | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:bubble_coral                                  | minecraft:bubble_coral                                  | Bubble Coral                                        | true   | minecraft:coral_plants, minecraft:corals, minecraft:underwater_bonemeals                                                                                                                                |
| Minecraft                  | minecraft:bubble_coral_block                            | minecraft:bubble_coral_block                            | Bubble Coral Block                                  | true   | minecraft:coral_blocks                                                                                                                                                                                  |
| Minecraft                  | minecraft:bubble_coral_fan                              | minecraft:bubble_coral_fan                              | Bubble Coral Fan                                    | true   | minecraft:corals, minecraft:underwater_bonemeals                                                                                                                                                        |
| Minecraft                  | minecraft:bubble_coral_wall_fan                         | minecraft:bubble_coral_fan                              | Bubble Coral Fan                                    | true   | minecraft:underwater_bonemeals, minecraft:wall_corals                                                                                                                                                   |
| Minecraft                  | minecraft:cactus                                        | minecraft:cactus                                        | Cactus                                              | true   | minecraft:enderman_holdable                                                                                                                                                                             |
| Minecraft                  | minecraft:cake                                          | minecraft:cake                                          | Cake                                                | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:campfire                                      | minecraft:campfire                                      | Campfire                                            | true   | create:fan_heaters                                                                                                                                                                                      |
| Minecraft                  | minecraft:carrots                                       | minecraft:carrot                                        | Carrot                                              | true   | betteranimalsplus:butterfly_growables, betteranimalsplus:crops, minecraft:bee_growables, minecraft:crops                                                                                                |
| Minecraft                  | minecraft:cartography_table                             | minecraft:cartography_table                             | Cartography Table                                   | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:carved_pumpkin                                | minecraft:carved_pumpkin                                | Carved Pumpkin                                      | true   | minecraft:enderman_holdable, rsgauges:plants                                                                                                                                                            |
| Minecraft                  | minecraft:cauldron                                      | minecraft:cauldron                                      | Cauldron                                            | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:cave_air                                      |                                                         | Cave Air                                            | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:chain_command_block                           | minecraft:chain_command_block                           | Chain Command Block                                 | true   | minecraft:dragon_immune, minecraft:wither_immune                                                                                                                                                        |
| Minecraft                  | minecraft:chest                                         | minecraft:chest                                         | Chest                                               | true   | forge:chests, forge:chests/wooden, rsgauges:wooden                                                                                                                                                      |
| Minecraft                  | minecraft:chipped_anvil                                 | minecraft:chipped_anvil                                 | Chipped Anvil                                       | true   | minecraft:anvil                                                                                                                                                                                         |
| Minecraft                  | minecraft:chiseled_quartz_block                         | minecraft:chiseled_quartz_block                         | Chiseled Quartz Block                               | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:chiseled_red_sandstone                        | minecraft:chiseled_red_sandstone                        | Chiseled Red Sandstone                              | true   | forge:sandstone, rsgauges:stone_like                                                                                                                                                                    |
| Minecraft                  | minecraft:chiseled_sandstone                            | minecraft:chiseled_sandstone                            | Chiseled Sandstone                                  | true   | forge:sandstone, rsgauges:stone_like                                                                                                                                                                    |
| Minecraft                  | minecraft:chiseled_stone_bricks                         | minecraft:chiseled_stone_bricks                         | Chiseled Stone Bricks                               | true   | minecraft:stone_bricks, rsgauges:stone_like                                                                                                                                                             |
| Minecraft                  | minecraft:chorus_flower                                 | minecraft:chorus_flower                                 | Chorus Flower                                       | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:chorus_plant                                  | minecraft:chorus_plant                                  | Chorus Plant                                        | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:clay                                          | minecraft:clay                                          | Clay                                                | true   | minecraft:enderman_holdable, rsgauges:clay_like                                                                                                                                                         |
| Minecraft                  | minecraft:coal_block                                    | minecraft:coal_block                                    | Block of Coal                                       | true   | forge:storage_blocks, forge:storage_blocks/coal                                                                                                                                                         |
| Minecraft                  | minecraft:coal_ore                                      | minecraft:coal_ore                                      | Coal Ore                                            | true   | forge:ores, forge:ores/coal, rsgauges:ores                                                                                                                                                              |
| Minecraft                  | minecraft:coarse_dirt                                   | minecraft:coarse_dirt                                   | Coarse Dirt                                         | true   | forge:dirt, minecraft:bamboo_plantable_on, minecraft:enderman_holdable, mubble:valid_ground/palm_sapling, mubble:valid_ground/sapling, rsgauges:soils                                                   |
| Minecraft                  | minecraft:cobblestone                                   | minecraft:cobblestone                                   | Cobblestone                                         | true   | forge:cobblestone, rsgauges:stone_like                                                                                                                                                                  |
| Minecraft                  | minecraft:cobblestone_slab                              | minecraft:cobblestone_slab                              | Cobblestone Slab                                    | true   | minecraft:slabs, rsgauges:slabs, rsgauges:stone_like                                                                                                                                                    |
| Minecraft                  | minecraft:cobblestone_stairs                            | minecraft:cobblestone_stairs                            | Cobblestone Stairs                                  | true   | minecraft:stairs, rsgauges:stone_like                                                                                                                                                                   |
| Minecraft                  | minecraft:cobblestone_wall                              | minecraft:cobblestone_wall                              | Cobblestone Wall                                    | true   | extendednether:walls, forge:walls, minecraft:walls, rsgauges:stone_like                                                                                                                                 |
| Minecraft                  | minecraft:cobweb                                        | minecraft:cobweb                                        | Cobweb                                              | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:cocoa                                         | minecraft:cocoa_beans                                   | Cocoa Beans                                         | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:command_block                                 | minecraft:command_block                                 | Command Block                                       | true   | appliedenergistics2:blacklisted/annihilation_plane, minecraft:dragon_immune, minecraft:wither_immune                                                                                                    |
| Minecraft                  | minecraft:comparator                                    | minecraft:comparator                                    | Redstone Comparator                                 | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:composter                                     | minecraft:composter                                     | Composter                                           | true   | rsgauges:wooden                                                                                                                                                                                         |
| Minecraft                  | minecraft:conduit                                       | minecraft:conduit                                       | Conduit                                             | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:cornflower                                    | minecraft:cornflower                                    | Cornflower                                          | true   | betteranimalsplus:flowers, minecraft:enderman_holdable, minecraft:flowers, minecraft:small_flowers, rsgauges:plants                                                                                     |
| Minecraft                  | minecraft:cracked_stone_bricks                          | minecraft:cracked_stone_bricks                          | Cracked Stone Bricks                                | true   | minecraft:stone_bricks, rsgauges:stone_like                                                                                                                                                             |
| Minecraft                  | minecraft:crafting_table                                | minecraft:crafting_table                                | Crafting Table                                      | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:creeper_head                                  | minecraft:creeper_head                                  | Creeper Head                                        | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:creeper_wall_head                             | minecraft:creeper_head                                  | Creeper Head                                        | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:cut_red_sandstone                             | minecraft:cut_red_sandstone                             | Cut Red Sandstone                                   | true   | forge:sandstone                                                                                                                                                                                         |
| Minecraft                  | minecraft:cut_red_sandstone_slab                        | minecraft:cut_red_sandstone_slab                        | Cut Red Sandstone Slab                              | true   | minecraft:slabs, rsgauges:slabs, rsgauges:stone_like                                                                                                                                                    |
| Minecraft                  | minecraft:cut_sandstone                                 | minecraft:cut_sandstone                                 | Cut Sandstone                                       | true   | forge:sandstone, rsgauges:stone_like                                                                                                                                                                    |
| Minecraft                  | minecraft:cut_sandstone_slab                            | minecraft:cut_sandstone_slab                            | Cut Sandstone Slab                                  | true   | minecraft:slabs, rsgauges:slabs, rsgauges:stone_like                                                                                                                                                    |
| Minecraft                  | minecraft:cyan_banner                                   | minecraft:cyan_banner                                   | Cyan Banner                                         | true   | minecraft:banners                                                                                                                                                                                       |
| Minecraft                  | minecraft:cyan_bed                                      | minecraft:cyan_bed                                      | Cyan Bed                                            | true   | minecraft:beds, rsgauges:wooden                                                                                                                                                                         |
| Minecraft                  | minecraft:cyan_carpet                                   | minecraft:cyan_carpet                                   | Cyan Carpet                                         | true   | minecraft:carpets                                                                                                                                                                                       |
| Minecraft                  | minecraft:cyan_concrete                                 | minecraft:cyan_concrete                                 | Cyan Concrete                                       | true   | mubble:concrete/blocks                                                                                                                                                                                  |
| Minecraft                  | minecraft:cyan_concrete_powder                          | minecraft:cyan_concrete_powder                          | Cyan Concrete Powder                                | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:cyan_glazed_terracotta                        | minecraft:cyan_glazed_terracotta                        | Cyan Glazed Terracotta                              | true   | rsgauges:clay_like, rsgauges:stone_like                                                                                                                                                                 |
| Minecraft                  | minecraft:cyan_shulker_box                              | minecraft:cyan_shulker_box                              | Cyan Shulker Box                                    | true   | minecraft:shulker_boxes                                                                                                                                                                                 |
| Minecraft                  | minecraft:cyan_stained_glass                            | minecraft:cyan_stained_glass                            | Cyan Stained Glass                                  | true   | appliedenergistics2:whitelisted/facades, forge:glass, forge:glass/cyan, forge:stained_glass, minecraft:impermeable, rsgauges:glass_like                                                                 |
| Minecraft                  | minecraft:cyan_stained_glass_pane                       | minecraft:cyan_stained_glass_pane                       | Cyan Stained Glass Pane                             | true   | forge:glass_panes, forge:glass_panes/cyan, forge:stained_glass_panes, rsgauges:glass_like                                                                                                               |
| Minecraft                  | minecraft:cyan_terracotta                               | minecraft:cyan_terracotta                               | Cyan Terracotta                                     | true   | forge:terracotta, mubble:terracotta/blocks, rsgauges:clay_like, rsgauges:stone_like                                                                                                                     |
| Minecraft                  | minecraft:cyan_wall_banner                              | minecraft:cyan_banner                                   | Cyan Banner                                         | true   | minecraft:banners                                                                                                                                                                                       |
| Minecraft                  | minecraft:cyan_wool                                     | minecraft:cyan_wool                                     | Cyan Wool                                           | true   | create:windmill_sails, minecraft:wool                                                                                                                                                                   |
| Minecraft                  | minecraft:damaged_anvil                                 | minecraft:damaged_anvil                                 | Damaged Anvil                                       | true   | minecraft:anvil                                                                                                                                                                                         |
| Minecraft                  | minecraft:dandelion                                     | minecraft:dandelion                                     | Dandelion                                           | true   | betteranimalsplus:flowers, minecraft:enderman_holdable, minecraft:flowers, minecraft:small_flowers, rsgauges:plants                                                                                     |
| Minecraft                  | minecraft:dark_oak_button                               | minecraft:dark_oak_button                               | Dark Oak Button                                     | true   | minecraft:buttons, minecraft:wooden_buttons, rsgauges:wooden                                                                                                                                            |
| Minecraft                  | minecraft:dark_oak_door                                 | minecraft:dark_oak_door                                 | Dark Oak Door                                       | true   | minecraft:doors, minecraft:wooden_doors, rsgauges:wooden                                                                                                                                                |
| Minecraft                  | minecraft:dark_oak_fence                                | minecraft:dark_oak_fence                                | Dark Oak Fence                                      | true   | forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences, rsgauges:wooden                                                                                                           |
| Minecraft                  | minecraft:dark_oak_fence_gate                           | minecraft:dark_oak_fence_gate                           | Dark Oak Fence Gate                                 | true   | forge:fence_gates, forge:fence_gates/wooden, minecraft:fence_gates                                                                                                                                      |
| Minecraft                  | minecraft:dark_oak_leaves                               | minecraft:dark_oak_leaves                               | Dark Oak Leaves                                     | true   | minecraft:leaves, rsgauges:plants                                                                                                                                                                       |
| Minecraft                  | minecraft:dark_oak_log                                  | minecraft:dark_oak_log                                  | Dark Oak Log                                        | true   | minecraft:dark_oak_logs, minecraft:logs, rsgauges:logs, rsgauges:plants, rsgauges:wooden                                                                                                                |
| Minecraft                  | minecraft:dark_oak_planks                               | minecraft:dark_oak_planks                               | Dark Oak Planks                                     | true   | minecraft:planks, rsgauges:planks, rsgauges:wooden                                                                                                                                                      |
| Minecraft                  | minecraft:dark_oak_pressure_plate                       | minecraft:dark_oak_pressure_plate                       | Dark Oak Pressure Plate                             | true   | minecraft:wooden_pressure_plates, rsgauges:wooden                                                                                                                                                       |
| Minecraft                  | minecraft:dark_oak_sapling                              | minecraft:dark_oak_sapling                              | Dark Oak Sapling                                    | true   | minecraft:saplings, rsgauges:plants, rsgauges:saplings, rsgauges:wooden                                                                                                                                 |
| Minecraft                  | minecraft:dark_oak_sign                                 | minecraft:dark_oak_sign                                 | Dark Oak Sign                                       | true   | minecraft:signs, minecraft:standing_signs, rsgauges:wooden                                                                                                                                              |
| Minecraft                  | minecraft:dark_oak_slab                                 | minecraft:dark_oak_slab                                 | Dark Oak Slab                                       | true   | doubleslabs:plank_slabs, minecraft:slabs, minecraft:wooden_slabs, rsgauges:planks, rsgauges:slabs, rsgauges:wooden                                                                                      |
| Minecraft                  | minecraft:dark_oak_stairs                               | minecraft:dark_oak_stairs                               | Dark Oak Stairs                                     | true   | minecraft:stairs, minecraft:wooden_stairs, rsgauges:wooden                                                                                                                                              |
| Minecraft                  | minecraft:dark_oak_trapdoor                             | minecraft:dark_oak_trapdoor                             | Dark Oak Trapdoor                                   | true   | minecraft:trapdoors, minecraft:wooden_trapdoors, rsgauges:wooden                                                                                                                                        |
| Minecraft                  | minecraft:dark_oak_wall_sign                            | minecraft:dark_oak_sign                                 | Dark Oak Sign                                       | true   | minecraft:signs, minecraft:wall_signs, rsgauges:wooden                                                                                                                                                  |
| Minecraft                  | minecraft:dark_oak_wood                                 | minecraft:dark_oak_wood                                 | Dark Oak Wood                                       | true   | minecraft:dark_oak_logs, minecraft:logs, rsgauges:logs, rsgauges:plants, rsgauges:wooden                                                                                                                |
| Minecraft                  | minecraft:dark_prismarine                               | minecraft:dark_prismarine                               | Dark Prismarine                                     | true   | forge:supports_conduit, mubble:dark_prismarine/blocks                                                                                                                                                   |
| Minecraft                  | minecraft:dark_prismarine_slab                          | minecraft:dark_prismarine_slab                          | Dark Prismarine Slab                                | true   | forge:supports_conduit, minecraft:slabs, mubble:dark_prismarine/slabs, rsgauges:slabs                                                                                                                   |
| Minecraft                  | minecraft:dark_prismarine_stairs                        | minecraft:dark_prismarine_stairs                        | Dark Prismarine Stairs                              | true   | forge:supports_conduit, minecraft:stairs, mubble:dark_prismarine/stairs                                                                                                                                 |
| Minecraft                  | minecraft:daylight_detector                             | minecraft:daylight_detector                             | Daylight Detector                                   | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_brain_coral                              | minecraft:dead_brain_coral                              | Dead Brain Coral                                    | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_brain_coral_block                        | minecraft:dead_brain_coral_block                        | Dead Brain Coral Block                              | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_brain_coral_fan                          | minecraft:dead_brain_coral_fan                          | Dead Brain Coral Fan                                | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_brain_coral_wall_fan                     | minecraft:dead_brain_coral_fan                          | Dead Brain Coral Fan                                | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_bubble_coral                             | minecraft:dead_bubble_coral                             | Dead Bubble Coral                                   | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_bubble_coral_block                       | minecraft:dead_bubble_coral_block                       | Dead Bubble Coral Block                             | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_bubble_coral_fan                         | minecraft:dead_bubble_coral_fan                         | Dead Bubble Coral Fan                               | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_bubble_coral_wall_fan                    | minecraft:dead_bubble_coral_fan                         | Dead Bubble Coral Fan                               | true   |                                                                                                                                                                                                         |
| Minecraft                  | minecraft:dead_bush                                     | minecraft:dead_bush                                     | Dead Bush                                           | true   | rsgauges:wooden                                                                                                                                                                                         |
