+---------------------------------------------------------+------+
| Registry name                                           |   ID |
| minecraft:entity.husk.death                             |  329 |
| minecraft:entity.husk.hurt                              |  330 |
| minecraft:entity.husk.step                              |  331 |
| minecraft:entity.illusioner.ambient                     |  340 |
| minecraft:entity.illusioner.cast_spell                  |  341 |
| minecraft:entity.illusioner.death                       |  342 |
| minecraft:entity.illusioner.hurt                        |  343 |
| minecraft:entity.illusioner.mirror_move                 |  344 |
| minecraft:entity.illusioner.prepare_blindness           |  345 |
| minecraft:entity.illusioner.prepare_mirror              |  346 |
| minecraft:entity.iron_golem.attack                      |  349 |
| minecraft:entity.iron_golem.damage                      |  350 |
| minecraft:entity.iron_golem.death                       |  351 |
| minecraft:entity.iron_golem.hurt                        |  352 |
| minecraft:entity.iron_golem.repair                      |  353 |
| minecraft:entity.iron_golem.step                        |  354 |
| minecraft:entity.item.break                             |  362 |
| minecraft:entity.item.pickup                            |  363 |
| minecraft:entity.item_frame.add_item                    |  357 |
| minecraft:entity.item_frame.break                       |  358 |
| minecraft:entity.item_frame.place                       |  359 |
| minecraft:entity.item_frame.remove_item                 |  360 |
| minecraft:entity.item_frame.rotate_item                 |  361 |
| minecraft:entity.leash_knot.break                       |  377 |
| minecraft:entity.leash_knot.place                       |  378 |
| minecraft:entity.lightning_bolt.impact                  |  380 |
| minecraft:entity.lightning_bolt.thunder                 |  381 |
| minecraft:entity.lingering_potion.throw                 |  382 |
| minecraft:entity.llama.ambient                          |  383 |
| minecraft:entity.llama.angry                            |  384 |
| minecraft:entity.llama.chest                            |  385 |
| minecraft:entity.llama.death                            |  386 |
| minecraft:entity.llama.eat                              |  387 |
| minecraft:entity.llama.hurt                             |  388 |
| minecraft:entity.llama.spit                             |  389 |
| minecraft:entity.llama.step                             |  390 |
| minecraft:entity.llama.swag                             |  391 |
| minecraft:entity.magma_cube.death                       |  392 |
| minecraft:entity.magma_cube.death_small                 |  623 |
| minecraft:entity.magma_cube.hurt                        |  393 |
| minecraft:entity.magma_cube.hurt_small                  |  624 |
| minecraft:entity.magma_cube.jump                        |  394 |
| minecraft:entity.magma_cube.squish                      |  395 |
| minecraft:entity.magma_cube.squish_small                |  625 |
| minecraft:entity.minecart.inside                        |  403 |
| minecraft:entity.minecart.riding                        |  404 |
| minecraft:entity.mooshroom.convert                      |  405 |
| minecraft:entity.mooshroom.eat                          |  406 |
| minecraft:entity.mooshroom.milk                         |  407 |
| minecraft:entity.mooshroom.shear                        |  409 |
| minecraft:entity.mooshroom.suspicious_milk              |  408 |
| minecraft:entity.mule.ambient                           |  410 |
| minecraft:entity.mule.chest                             |  411 |
| minecraft:entity.mule.death                             |  412 |
| minecraft:entity.mule.hurt                              |  413 |
| minecraft:entity.ocelot.ambient                         |  441 |
| minecraft:entity.ocelot.death                           |  442 |
| minecraft:entity.ocelot.hurt                            |  440 |
| minecraft:entity.painting.break                         |  443 |
| minecraft:entity.painting.place                         |  444 |
| minecraft:entity.panda.aggressive_ambient               |  452 |
| minecraft:entity.panda.ambient                          |  447 |
| minecraft:entity.panda.bite                             |  455 |
| minecraft:entity.panda.cant_breed                       |  451 |
| minecraft:entity.panda.death                            |  448 |
| minecraft:entity.panda.eat                              |  449 |
| minecraft:entity.panda.hurt                             |  454 |
| minecraft:entity.panda.pre_sneeze                       |  445 |
| minecraft:entity.panda.sneeze                           |  446 |
| minecraft:entity.panda.step                             |  450 |
| minecraft:entity.panda.worried_ambient                  |  453 |
| minecraft:entity.parrot.ambient                         |  456 |
| minecraft:entity.parrot.death                           |  457 |
| minecraft:entity.parrot.eat                             |  458 |
| minecraft:entity.parrot.fly                             |  459 |
| minecraft:entity.parrot.hurt                            |  460 |
| minecraft:entity.parrot.imitate.blaze                   |  461 |
| minecraft:entity.parrot.imitate.creeper                 |  462 |
| minecraft:entity.parrot.imitate.drowned                 |  463 |
| minecraft:entity.parrot.imitate.elder_guardian          |  464 |
| minecraft:entity.parrot.imitate.ender_dragon            |  465 |
| minecraft:entity.parrot.imitate.endermite               |  466 |
| minecraft:entity.parrot.imitate.evoker                  |  467 |
| minecraft:entity.parrot.imitate.ghast                   |  468 |
| minecraft:entity.parrot.imitate.guardian                |  469 |
| minecraft:entity.parrot.imitate.husk                    |  470 |
| minecraft:entity.parrot.imitate.illusioner              |  471 |
| minecraft:entity.parrot.imitate.magma_cube              |  472 |
| minecraft:entity.parrot.imitate.phantom                 |  473 |
| minecraft:entity.parrot.imitate.pillager                |  474 |
| minecraft:entity.parrot.imitate.ravager                 |  475 |
| minecraft:entity.parrot.imitate.shulker                 |  476 |
| minecraft:entity.parrot.imitate.silverfish              |  477 |
| minecraft:entity.parrot.imitate.skeleton                |  478 |
| minecraft:entity.parrot.imitate.slime                   |  479 |
| minecraft:entity.parrot.imitate.spider                  |  480 |
| minecraft:entity.parrot.imitate.stray                   |  481 |
| minecraft:entity.parrot.imitate.vex                     |  482 |
| minecraft:entity.parrot.imitate.vindicator              |  483 |
| minecraft:entity.parrot.imitate.witch                   |  484 |
| minecraft:entity.parrot.imitate.wither                  |  485 |
| minecraft:entity.parrot.imitate.wither_skeleton         |  486 |
| minecraft:entity.parrot.imitate.zombie                  |  487 |
| minecraft:entity.parrot.imitate.zombie_villager         |  488 |
| minecraft:entity.parrot.step                            |  489 |
| minecraft:entity.phantom.ambient                        |  490 |
| minecraft:entity.phantom.bite                           |  491 |
| minecraft:entity.phantom.death                          |  492 |
| minecraft:entity.phantom.flap                           |  493 |
| minecraft:entity.phantom.hurt                           |  494 |
| minecraft:entity.phantom.swoop                          |  495 |
| minecraft:entity.pig.ambient                            |  496 |
| minecraft:entity.pig.death                              |  497 |
| minecraft:entity.pig.hurt                               |  498 |
| minecraft:entity.pig.saddle                             |  499 |
| minecraft:entity.pig.step                               |  500 |
| minecraft:entity.pillager.ambient                       |  501 |
| minecraft:entity.pillager.celebrate                     |  502 |
| minecraft:entity.pillager.death                         |  503 |
| minecraft:entity.pillager.hurt                          |  504 |
| minecraft:entity.player.attack.crit                     |  507 |
| minecraft:entity.player.attack.knockback                |  508 |
| minecraft:entity.player.attack.nodamage                 |  509 |
| minecraft:entity.player.attack.strong                   |  510 |
| minecraft:entity.player.attack.sweep                    |  511 |
| minecraft:entity.player.attack.weak                     |  512 |
| minecraft:entity.player.big_fall                        |  513 |
| minecraft:entity.player.breath                          |  514 |
| minecraft:entity.player.burp                            |  515 |
| minecraft:entity.player.death                           |  516 |
| minecraft:entity.player.hurt                            |  517 |
| minecraft:entity.player.hurt_drown                      |  518 |
| minecraft:entity.player.hurt_on_fire                    |  519 |
| minecraft:entity.player.hurt_sweet_berry_bush           |  520 |
| minecraft:entity.player.levelup                         |  521 |
| minecraft:entity.player.small_fall                      |  522 |
| minecraft:entity.player.splash                          |  523 |
| minecraft:entity.player.splash.high_speed               |  524 |
| minecraft:entity.player.swim                            |  525 |
| minecraft:entity.polar_bear.ambient                     |  526 |
| minecraft:entity.polar_bear.ambient_baby                |  527 |
| minecraft:entity.polar_bear.death                       |  528 |
| minecraft:entity.polar_bear.hurt                        |  529 |
| minecraft:entity.polar_bear.step                        |  530 |
| minecraft:entity.polar_bear.warning                     |  531 |
| minecraft:entity.puffer_fish.ambient                    |  535 |
| minecraft:entity.puffer_fish.blow_out                   |  536 |
| minecraft:entity.puffer_fish.blow_up                    |  537 |
| minecraft:entity.puffer_fish.death                      |  538 |
| minecraft:entity.puffer_fish.flop                       |  539 |
| minecraft:entity.puffer_fish.hurt                       |  540 |
| minecraft:entity.puffer_fish.sting                      |  541 |
| minecraft:entity.rabbit.ambient                         |  543 |
| minecraft:entity.rabbit.attack                          |  544 |
| minecraft:entity.rabbit.death                           |  545 |
| minecraft:entity.rabbit.hurt                            |  546 |
| minecraft:entity.rabbit.jump                            |  547 |
| minecraft:entity.ravager.ambient                        |  332 |
| minecraft:entity.ravager.attack                         |  333 |
| minecraft:entity.ravager.celebrate                      |  334 |
| minecraft:entity.ravager.death                          |  335 |
| minecraft:entity.ravager.hurt                           |  336 |
| minecraft:entity.ravager.roar                           |  339 |
| minecraft:entity.ravager.step                           |  337 |
| minecraft:entity.ravager.stunned                        |  338 |
| minecraft:entity.salmon.ambient                         |  562 |
| minecraft:entity.salmon.death                           |  563 |
| minecraft:entity.salmon.flop                            |  564 |
| minecraft:entity.salmon.hurt                            |  565 |
| minecraft:entity.sheep.ambient                          |  576 |
| minecraft:entity.sheep.death                            |  577 |
| minecraft:entity.sheep.hurt                             |  578 |
| minecraft:entity.sheep.shear                            |  579 |
| minecraft:entity.sheep.step                             |  580 |
| minecraft:entity.shulker.ambient                        |  584 |
| minecraft:entity.shulker.close                          |  589 |
| minecraft:entity.shulker.death                          |  590 |
| minecraft:entity.shulker.hurt                           |  591 |
| minecraft:entity.shulker.hurt_closed                    |  592 |
| minecraft:entity.shulker.open                           |  593 |
| minecraft:entity.shulker.shoot                          |  594 |
| minecraft:entity.shulker.teleport                       |  595 |
| minecraft:entity.shulker_bullet.hit                     |  587 |
| minecraft:entity.shulker_bullet.hurt                    |  588 |
| minecraft:entity.silverfish.ambient                     |  596 |
| minecraft:entity.silverfish.death                       |  597 |
| minecraft:entity.silverfish.hurt                        |  598 |
| minecraft:entity.silverfish.step                        |  599 |
| minecraft:entity.skeleton.ambient                       |  600 |
| minecraft:entity.skeleton.death                         |  601 |
| minecraft:entity.skeleton.hurt                          |  610 |
| minecraft:entity.skeleton.shoot                         |  611 |
| minecraft:entity.skeleton.step                          |  612 |
| minecraft:entity.skeleton_horse.ambient                 |  602 |
| minecraft:entity.skeleton_horse.ambient_water           |  606 |
| minecraft:entity.skeleton_horse.death                   |  603 |
| minecraft:entity.skeleton_horse.gallop_water            |  607 |
| minecraft:entity.skeleton_horse.hurt                    |  604 |
| minecraft:entity.skeleton_horse.jump_water              |  608 |
| minecraft:entity.skeleton_horse.step_water              |  609 |
| minecraft:entity.skeleton_horse.swim                    |  605 |
| minecraft:entity.slime.attack                           |  613 |
| minecraft:entity.slime.death                            |  614 |
| minecraft:entity.slime.death_small                      |  626 |
| minecraft:entity.slime.hurt                             |  615 |
| minecraft:entity.slime.hurt_small                       |  627 |
| minecraft:entity.slime.jump                             |  616 |
| minecraft:entity.slime.jump_small                       |  628 |
| minecraft:entity.slime.squish                           |  617 |
| minecraft:entity.slime.squish_small                     |  629 |
| minecraft:entity.snow_golem.ambient                     |  634 |
| minecraft:entity.snow_golem.death                       |  635 |
| minecraft:entity.snow_golem.hurt                        |  636 |
| minecraft:entity.snow_golem.shoot                       |  637 |
| minecraft:entity.snowball.throw                         |  631 |
| minecraft:entity.spider.ambient                         |  641 |
| minecraft:entity.spider.death                           |  642 |
| minecraft:entity.spider.hurt                            |  643 |
| minecraft:entity.spider.step                            |  644 |
| minecraft:entity.splash_potion.break                    |  645 |
| minecraft:entity.splash_potion.throw                    |  646 |
| minecraft:entity.squid.ambient                          |  647 |
| minecraft:entity.squid.death                            |  648 |
| minecraft:entity.squid.hurt                             |  649 |
| minecraft:entity.squid.squirt                           |  650 |
| minecraft:entity.stray.ambient                          |  660 |
| minecraft:entity.stray.death                            |  661 |
| minecraft:entity.stray.hurt                             |  662 |
| minecraft:entity.stray.step                             |  663 |
| minecraft:entity.tnt.primed                             |  668 |
| minecraft:entity.tropical_fish.ambient                  |  682 |
| minecraft:entity.tropical_fish.death                    |  683 |
| minecraft:entity.tropical_fish.flop                     |  684 |
| minecraft:entity.tropical_fish.hurt                     |  685 |
| minecraft:entity.turtle.ambient_land                    |  686 |
| minecraft:entity.turtle.death                           |  687 |
| minecraft:entity.turtle.death_baby                      |  688 |
| minecraft:entity.turtle.egg_break                       |  689 |
| minecraft:entity.turtle.egg_crack                       |  690 |
| minecraft:entity.turtle.egg_hatch                       |  691 |
| minecraft:entity.turtle.hurt                            |  692 |
| minecraft:entity.turtle.hurt_baby                       |  693 |
| minecraft:entity.turtle.lay_egg                         |  694 |
| minecraft:entity.turtle.shamble                         |  695 |
| minecraft:entity.turtle.shamble_baby                    |  696 |
| minecraft:entity.turtle.swim                            |  697 |
| minecraft:entity.vex.ambient                            |  707 |
| minecraft:entity.vex.charge                             |  708 |
| minecraft:entity.vex.death                              |  709 |
| minecraft:entity.vex.hurt                               |  710 |
| minecraft:entity.villager.ambient                       |  711 |
| minecraft:entity.villager.celebrate                     |  712 |
| minecraft:entity.villager.death                         |  713 |
| minecraft:entity.villager.hurt                          |  714 |
| minecraft:entity.villager.no                            |  715 |
| minecraft:entity.villager.trade                         |  716 |
| minecraft:entity.villager.work_armorer                  |  718 |
| minecraft:entity.villager.work_butcher                  |  719 |
| minecraft:entity.villager.work_cartographer             |  720 |
| minecraft:entity.villager.work_cleric                   |  721 |
| minecraft:entity.villager.work_farmer                   |  722 |
| minecraft:entity.villager.work_fisherman                |  723 |
| minecraft:entity.villager.work_fletcher                 |  724 |
| minecraft:entity.villager.work_leatherworker            |  725 |
| minecraft:entity.villager.work_librarian                |  726 |
| minecraft:entity.villager.work_mason                    |  727 |
| minecraft:entity.villager.work_shepherd                 |  728 |
| minecraft:entity.villager.work_toolsmith                |  729 |
| minecraft:entity.villager.work_weaponsmith              |  730 |
| minecraft:entity.villager.yes                           |  717 |
| minecraft:entity.vindicator.ambient                     |  731 |
| minecraft:entity.vindicator.celebrate                   |  732 |
| minecraft:entity.vindicator.death                       |  733 |
| minecraft:entity.vindicator.hurt                        |  734 |
| minecraft:entity.wandering_trader.ambient               |  736 |
| minecraft:entity.wandering_trader.death                 |  737 |
| minecraft:entity.wandering_trader.disappeared           |  738 |
| minecraft:entity.wandering_trader.drink_milk            |  739 |
| minecraft:entity.wandering_trader.drink_potion          |  740 |
| minecraft:entity.wandering_trader.hurt                  |  741 |
| minecraft:entity.wandering_trader.no                    |  742 |
| minecraft:entity.wandering_trader.reappeared            |  743 |
| minecraft:entity.wandering_trader.trade                 |  744 |
| minecraft:entity.wandering_trader.yes                   |  745 |
| minecraft:entity.witch.ambient                          |  749 |
| minecraft:entity.witch.celebrate                        |  750 |
| minecraft:entity.witch.death                            |  751 |
| minecraft:entity.witch.drink                            |  752 |
| minecraft:entity.witch.hurt                             |  753 |
| minecraft:entity.witch.throw                            |  754 |
| minecraft:entity.wither.ambient                         |  755 |
| minecraft:entity.wither.break_block                     |  756 |
| minecraft:entity.wither.death                           |  757 |
| minecraft:entity.wither.hurt                            |  758 |
| minecraft:entity.wither.shoot                           |  759 |
| minecraft:entity.wither.spawn                           |  764 |
| minecraft:entity.wither_skeleton.ambient                |  760 |
| minecraft:entity.wither_skeleton.death                  |  761 |
| minecraft:entity.wither_skeleton.hurt                   |  762 |
| minecraft:entity.wither_skeleton.step                   |  763 |
| minecraft:entity.wolf.ambient                           |  765 |
| minecraft:entity.wolf.death                             |  766 |
| minecraft:entity.wolf.growl                             |  767 |
| minecraft:entity.wolf.howl                              |  768 |
| minecraft:entity.wolf.hurt                              |  769 |
| minecraft:entity.wolf.pant                              |  770 |
| minecraft:entity.wolf.shake                             |  771 |
| minecraft:entity.wolf.step                              |  772 |
| minecraft:entity.wolf.whine                             |  773 |
| minecraft:entity.zombie.ambient                         |  787 |
| minecraft:entity.zombie.attack_iron_door                |  789 |
| minecraft:entity.zombie.attack_wooden_door              |  788 |
| minecraft:entity.zombie.break_wooden_door               |  790 |
| minecraft:entity.zombie.converted_to_drowned            |  791 |
| minecraft:entity.zombie.death                           |  792 |
| minecraft:entity.zombie.destroy_egg                     |  793 |
| minecraft:entity.zombie.hurt                            |  797 |
| minecraft:entity.zombie.infect                          |  798 |
| minecraft:entity.zombie.step                            |  803 |
| minecraft:entity.zombie_horse.ambient                   |  794 |
| minecraft:entity.zombie_horse.death                     |  795 |
| minecraft:entity.zombie_horse.hurt                      |  796 |
| minecraft:entity.zombie_pigman.ambient                  |  799 |
| minecraft:entity.zombie_pigman.angry                    |  800 |
| minecraft:entity.zombie_pigman.death                    |  801 |
| minecraft:entity.zombie_pigman.hurt                     |  802 |
| minecraft:entity.zombie_villager.ambient                |  804 |
| minecraft:entity.zombie_villager.converted              |  805 |
| minecraft:entity.zombie_villager.cure                   |  806 |
| minecraft:entity.zombie_villager.death                  |  807 |
| minecraft:entity.zombie_villager.hurt                   |  808 |
| minecraft:entity.zombie_villager.step                   |  809 |
| minecraft:event.raid.horn                               |  548 |
| minecraft:item.armor.equip_chain                        |   15 |
| minecraft:item.armor.equip_diamond                      |   16 |
| minecraft:item.armor.equip_elytra                       |   17 |
| minecraft:item.armor.equip_generic                      |   18 |
| minecraft:item.armor.equip_gold                         |   19 |
| minecraft:item.armor.equip_iron                         |   20 |
| minecraft:item.armor.equip_leather                      |   21 |
| minecraft:item.armor.equip_turtle                       |   22 |
| minecraft:item.axe.strip                                |   30 |
| minecraft:item.book.page_turn                           |   70 |
| minecraft:item.book.put                                 |   71 |
| minecraft:item.bottle.empty                             |   76 |
| minecraft:item.bottle.fill                              |   77 |
| minecraft:item.bottle.fill_dragonbreath                 |   78 |
| minecraft:item.bucket.empty                             |   85 |
| minecraft:item.bucket.empty_fish                        |   86 |
| minecraft:item.bucket.empty_lava                        |   87 |
| minecraft:item.bucket.fill                              |   88 |
| minecraft:item.bucket.fill_fish                         |   89 |
| minecraft:item.bucket.fill_lava                         |   90 |
| minecraft:item.chorus_fruit.teleport                    |  111 |
| minecraft:item.crop.plant                               |  140 |
| minecraft:item.crossbow.hit                             |  141 |
| minecraft:item.crossbow.loading_end                     |  142 |
| minecraft:item.crossbow.loading_middle                  |  143 |
| minecraft:item.crossbow.loading_start                   |  144 |
| minecraft:item.crossbow.quick_charge_1                  |  145 |
| minecraft:item.crossbow.quick_charge_2                  |  146 |
| minecraft:item.crossbow.quick_charge_3                  |  147 |
| minecraft:item.crossbow.shoot                           |  148 |
| minecraft:item.elytra.flying                            |  185 |
| minecraft:item.firecharge.use                           |  225 |
| minecraft:item.flintandsteel.use                        |  237 |
| minecraft:item.hoe.till                                 |  300 |
| minecraft:item.honey_bottle.drink                       |  307 |
| minecraft:item.nether_wart.plant                        |  423 |
| minecraft:item.shield.block                             |  581 |
| minecraft:item.shield.break                             |  582 |
| minecraft:item.shovel.flatten                           |  583 |
| minecraft:item.sweet_berries.pick_from_bush             |  666 |
| minecraft:item.totem.use                                |  669 |
| minecraft:item.trident.hit                              |  670 |
| minecraft:item.trident.hit_ground                       |  671 |
| minecraft:item.trident.return                           |  672 |
| minecraft:item.trident.riptide_1                        |  673 |
| minecraft:item.trident.riptide_2                        |  674 |
| minecraft:item.trident.riptide_3                        |  675 |
| minecraft:item.trident.throw                            |  676 |
| minecraft:item.trident.thunder                          |  677 |
| minecraft:music.creative                                |  414 |
| minecraft:music.credits                                 |  415 |
| minecraft:music.dragon                                  |  416 |
| minecraft:music.end                                     |  417 |
| minecraft:music.game                                    |  418 |
| minecraft:music.menu                                    |  419 |
| minecraft:music.nether                                  |  420 |
| minecraft:music.under_water                             |  421 |
| minecraft:music_disc.11                                 |  549 |
| minecraft:music_disc.13                                 |  550 |
| minecraft:music_disc.blocks                             |  551 |
| minecraft:music_disc.cat                                |  552 |
| minecraft:music_disc.chirp                              |  553 |
| minecraft:music_disc.far                                |  554 |
| minecraft:music_disc.mall                               |  555 |
| minecraft:music_disc.mellohi                            |  556 |
| minecraft:music_disc.stal                               |  557 |
| minecraft:music_disc.strad                              |  558 |
| minecraft:music_disc.wait                               |  559 |
| minecraft:music_disc.ward                               |  560 |
| minecraft:ui.button.click                               |  698 |
| minecraft:ui.cartography_table.take_result              |  701 |
| minecraft:ui.loom.select_pattern                        |  699 |
| minecraft:ui.loom.take_result                           |  700 |
| minecraft:ui.stonecutter.select_recipe                  |  703 |
| minecraft:ui.stonecutter.take_result                    |  702 |
| minecraft:ui.toast.challenge_complete                   |  704 |
| minecraft:ui.toast.in                                   |  705 |
| minecraft:ui.toast.out                                  |  706 |
| minecraft:weather.rain                                  |  747 |
| minecraft:weather.rain.above                            |  748 |
| mubble:block.brick_block.break.nsmbu                    | 1062 |
| mubble:block.brick_block.break.smb                      | 1059 |
| mubble:block.brick_block.break.smb3                     | 1060 |
| mubble:block.brick_block.break.smw                      | 1061 |
| mubble:block.door.close.nsmbu                           | 1079 |
| mubble:block.door.close.smb                             | 1076 |
| mubble:block.door.close.smb3                            | 1077 |
| mubble:block.door.close.smw                             | 1078 |
| mubble:block.door.key.fail.nsmbu                        | 1087 |
| mubble:block.door.key.fail.smb                          | 1084 |
| mubble:block.door.key.fail.smb3                         | 1085 |
| mubble:block.door.key.fail.smw                          | 1086 |
| mubble:block.door.key.success.nsmbu                     | 1083 |
| mubble:block.door.key.success.smb                       | 1080 |
| mubble:block.door.key.success.smb3                      | 1081 |
| mubble:block.door.key.success.smw                       | 1082 |
| mubble:block.door.open.nsmbu                            | 1075 |
| mubble:block.door.open.smb                              | 1072 |
| mubble:block.door.open.smb3                             | 1073 |
| mubble:block.door.open.smw                              | 1074 |
| mubble:block.dream_block.break                          | 1088 |
| mubble:block.dream_block.fall                           | 1089 |
| mubble:block.dream_block.hit                            | 1091 |
| mubble:block.dream_block.place                          | 1090 |
| mubble:block.dream_block.step                           | 1092 |
| mubble:block.empty_block.hit.nsmbu                      | 1066 |
| mubble:block.empty_block.hit.smb                        | 1063 |
| mubble:block.empty_block.hit.smb3                       | 1064 |
| mubble:block.empty_block.hit.smw                        | 1065 |
| mubble:block.note_block.jump.high.nsmbu                 | 1071 |
| mubble:block.note_block.jump.low.nsmbu                  | 1070 |
| mubble:block.note_block.jump.smb                        | 1067 |
| mubble:block.note_block.jump.smb3                       | 1068 |
| mubble:block.note_block.jump.smw                        | 1069 |
| mubble:block.present.close                              | 1049 |
| mubble:block.present.open                               | 1050 |
| mubble:block.question_block.loot.coin.nsmbu             | 1058 |
| mubble:block.question_block.loot.coin.smb               | 1055 |
| mubble:block.question_block.loot.coin.smb3              | 1056 |
| mubble:block.question_block.loot.coin.smw               | 1057 |
| mubble:block.question_block.loot.power_up.nsmbu         | 1054 |
| mubble:block.question_block.loot.power_up.smb           | 1051 |
| mubble:block.question_block.loot.power_up.smb3          | 1052 |
| mubble:block.question_block.loot.power_up.smw           | 1053 |
| mubble:block.spring.trigger                             | 1093 |
| mubble:costume.cappy.ambient                            | 1108 |
| mubble:costume.cappy.ambient.nether                     | 1109 |
| mubble:costume.cappy.equip                              | 1110 |
| mubble:costume.cappy.happy                              | 1111 |
| mubble:costume.cappy.help                               | 1112 |
| mubble:costume.cappy.help.water                         | 1113 |
| mubble:entity.chincho.ambient                           | 1114 |
| mubble:entity.chincho.death                             | 1116 |
| mubble:entity.chincho.hurt                              | 1115 |
| mubble:entity.duck.ambient                              | 1117 |
| mubble:entity.duck.death                                | 1119 |
| mubble:entity.duck.hurt                                 | 1118 |
| mubble:entity.duck.step                                 | 1120 |
| mubble:entity.fireball.hit.block                        | 1121 |
| mubble:entity.fireball.hit.entity                       | 1122 |
| mubble:entity.fireball.hit.meltable                     | 1123 |
| mubble:entity.fireball.throw                            | 1124 |
| mubble:entity.goomba.crush                              | 1137 |
| mubble:entity.goomba.death                              | 1139 |
| mubble:entity.goomba.hurt                               | 1138 |
| mubble:entity.goomba.step                               | 1136 |
| mubble:entity.iceball.hit.block                         | 1125 |
| mubble:entity.iceball.hit.entity                        | 1126 |
| mubble:entity.iceball.throw                             | 1127 |
| mubble:entity.kirby_ball.hit.block                      | 1128 |
| mubble:entity.kirby_ball.hit.entity                     | 1129 |
| mubble:entity.kirby_ball.rebound                        | 1130 |
| mubble:entity.kirby_ball.throw                          | 1131 |
| mubble:entity.pufferfish.aeugh                          | 1140 |
| mubble:entity.toad.ambient                              | 1132 |
| mubble:entity.toad.bup                                  | 1133 |
| mubble:entity.toad.death                                | 1135 |
| mubble:entity.toad.hurt                                 | 1134 |
| mubble:entity.zombie_cowman.ambient                     | 1141 |
| mubble:entity.zombie_cowman.angry                       | 1143 |
| mubble:entity.zombie_cowman.death                       | 1145 |
| mubble:entity.zombie_cowman.hurt                        | 1144 |
| mubble:entity.zombie_cowman.step                        | 1142 |
| mubble:item.cape_feather.use                            | 1094 |
| mubble:item.jingle_bells.use                            | 1095 |
| mubble:item.lightsaber.block                            | 1099 |
| mubble:item.lightsaber.hit                              | 1100 |
| mubble:item.lightsaber.idle                             | 1101 |
| mubble:item.lightsaber.pull_in                          | 1102 |
| mubble:item.lightsaber.pull_out                         | 1103 |
| mubble:item.lightsaber.spark                            | 1104 |
| mubble:item.lightsaber.swipe                            | 1105 |
| mubble:item.lightsaber.throw.far                        | 1106 |
| mubble:item.lightsaber.throw.near                       | 1107 |
| mubble:item.smash_ball.use                              | 1096 |
| mubble:item.super_mushroom.consume                      | 1097 |
| mubble:item.super_star.theme                            | 1098 |
| mubble:ui.timeswap_table.take_result                    | 1146 |
| netherex:entity_mogus_ambient                           |  896 |
| netherex:entity_mogus_death                             |  898 |
| netherex:entity_mogus_hurt                              |  897 |
| netherex:entity_salamander_ambient                      |  899 |
| netherex:entity_salamander_death                        |  901 |
| netherex:entity_salamander_hurt                         |  900 |
| netherex:entity_spinout_ambient                         |  905 |
| netherex:entity_spinout_death                           |  907 |
| netherex:entity_spinout_hurt                            |  906 |
| netherex:entity_spore_death                             |  909 |
| netherex:entity_spore_explode                           |  911 |
| netherex:entity_spore_hurt                              |  908 |
| netherex:entity_spore_warn                              |  910 |
| netherex:entity_wight_ambient                           |  902 |
| netherex:entity_wight_death                             |  904 |
| netherex:entity_wight_hurt                              |  903 |
| portality:portal                                        |  828 |
| portality:portal_teleport                               |  829 |
| projecte:charge                                         |  816 |
| projecte:destruct                                       |  815 |
| projecte:heal                                           |  814 |
| projecte:power                                          |  813 |
| projecte:transmute                                      |  818 |
| projecte:uncharge                                       |  817 |
| projecte:watermagic                                     |  812 |
| projecte:windmagic                                      |  811 |
| quark:block.monster_box.growl                           | 1028 |
| quark:block.pipe.pickup                                 | 1030 |
| quark:block.pipe.pickup.lenny                           | 1032 |
| quark:block.pipe.shoot                                  | 1029 |
| quark:block.pipe.shoot.lenny                            | 1031 |
| quark:entity.crab.die                                   | 1025 |
| quark:entity.crab.hurt                                  | 1026 |
| quark:entity.crab.idle                                  | 1027 |
| quark:entity.frog.die                                   | 1022 |
| quark:entity.frog.hurt                                  | 1023 |
| quark:entity.frog.idle                                  | 1024 |
| quark:entity.frog.jump                                  | 1021 |
| quark:entity.frog.wednesday                             | 1020 |
| quark:entity.pickarang.clank                            | 1017 |
| quark:entity.pickarang.pickup                           | 1019 |
| quark:entity.pickarang.spark                            | 1018 |
| quark:entity.pickarang.throw                            | 1016 |
| quark:entity.stoneling.cry                              | 1014 |
| quark:entity.stoneling.die                              | 1013 |
| quark:entity.stoneling.eat                              | 1012 |
| quark:entity.stoneling.give                             | 1010 |
| quark:entity.stoneling.meep                             | 1008 |
| quark:entity.stoneling.michael                          | 1015 |
| quark:entity.stoneling.purr                             | 1009 |
| quark:entity.stoneling.take                             | 1011 |
| quark:item.camera.shutter                               | 1033 |
| rsgauges:alarm_siren_sound                              |  819 |
| securitycraft:alarm                                     | 1040 |
| securitycraft:camerasnap                                | 1042 |
| securitycraft:camerazoomin                              | 1041 |
| securitycraft:electrified                               | 1044 |
| securitycraft:lock                                      | 1045 |
| securitycraft:taserfire                                 | 1043 |
| spartanshields:shield.bash.hit                          | 1005 |
| spartanshields:shield.bash.miss                         | 1006 |
| spartanshields:shield.payback.charge                    | 1007 |
| spartanweaponry:boomerang_bounce                        |  884 |
| spartanweaponry:boomerang_fly                           |  882 |
| spartanweaponry:boomerang_hit_ground                    |  885 |
| spartanweaponry:boomerang_hit_mob                       |  883 |
| spartanweaponry:boomerang_throw                         |  881 |
| spartanweaponry:javelin_hit_ground                      |  880 |
| spartanweaponry:javelin_hit_mob                         |  879 |
| spartanweaponry:javelin_throw                           |  878 |
