+----------------------------+--------------------------------------------------+--------------------------------------------------------------------------------------------+-----+
| Mod name                   | Registry name                                    | Entity class name                                                                          |  ID |
| MrCrayfish's Vehicle Mod   | vehicle:storage_trailer                          | com.mrcrayfish.vehicle.entity.trailer.StorageTrailerEntity                                 | 134 |
| MrCrayfish's Vehicle Mod   | vehicle:tractor                                  | com.mrcrayfish.vehicle.entity.vehicle.TractorEntity                                        | 130 |
| MrCrayfish's Vehicle Mod   | vehicle:vehicle_trailer                          | com.mrcrayfish.vehicle.entity.trailer.VehicleEntityTrailer                                 | 133 |
| Mubble                     | mubble:chincho                                   | hugman.mubble.objects.entity.ChinchoEntity                                                 | 456 |
| Mubble                     | mubble:custom_tnt                                | hugman.mubble.objects.entity.CustomTNTEntity                                               | 454 |
| Mubble                     | mubble:duck                                      | hugman.mubble.objects.entity.DuckEntity                                                    | 452 |
| Mubble                     | mubble:fireball                                  | hugman.mubble.objects.entity.FireballEntity                                                | 459 |
| Mubble                     | mubble:flying_block                              | hugman.mubble.objects.entity.FlyingBlockEntity                                             | 455 |
| Mubble                     | mubble:goomba                                    | hugman.mubble.objects.entity.GoombaEntity                                                  | 457 |
| Mubble                     | mubble:iceball                                   | hugman.mubble.objects.entity.IceballEntity                                                 | 460 |
| Mubble                     | mubble:kirby_ball                                | hugman.mubble.objects.entity.KirbyBallEntity                                               | 461 |
| Mubble                     | mubble:toad                                      | hugman.mubble.objects.entity.ToadEntity                                                    | 458 |
| Mubble                     | mubble:zombie_cowman                             | hugman.mubble.objects.entity.ZombieCowmanEntity                                            | 453 |
| NetherEx                   | netherex:coolmar_spider                          | logictechcorp.netherex.entity.hostile.CoolmarSpiderEntity                                  | 326 |
| NetherEx                   | netherex:mogus                                   | logictechcorp.netherex.entity.neutral.MogusEntity                                          | 320 |
| NetherEx                   | netherex:salamander                              | logictechcorp.netherex.entity.neutral.SalamanderEntity                                     | 321 |
| NetherEx                   | netherex:spinout                                 | logictechcorp.netherex.entity.hostile.SpinoutEntity                                        | 322 |
| NetherEx                   | netherex:spore                                   | logictechcorp.netherex.entity.hostile.SporeEntity                                          | 323 |
| NetherEx                   | netherex:spore_creeper                           | logictechcorp.netherex.entity.hostile.SporeCreeperEntity                                   | 324 |
| NetherEx                   | netherex:wight                                   | logictechcorp.netherex.entity.hostile.WightEntity                                          | 325 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:aeromancer                   | net.mcreator.nuggetsdungeonsii.entity.AeromancerEntity$CustomEntity                        | 177 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:alien                        | net.mcreator.nuggetsdungeonsii.entity.AlienEntity$CustomEntity                             | 255 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ancient_vampire              | net.mcreator.nuggetsdungeonsii.entity.AncientVampireEntity$CustomEntity                    | 236 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ant                          | net.mcreator.nuggetsdungeonsii.entity.AntEntity$CustomEntity                               | 148 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:aquarachnid                  | net.mcreator.nuggetsdungeonsii.entity.AquarachnidEntity$CustomEntity                       | 161 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:beetle                       | net.mcreator.nuggetsdungeonsii.entity.BeetleEntity$CustomEntity                            | 163 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bionic                       | net.mcreator.nuggetsdungeonsii.entity.BionicEntity$CustomEntity                            | 241 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:biter                        | net.mcreator.nuggetsdungeonsii.entity.BiterEntity$CustomEntity                             | 268 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_ant                    | net.mcreator.nuggetsdungeonsii.entity.BlackAntEntity$CustomEntity                          | 230 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_knight                 | net.mcreator.nuggetsdungeonsii.entity.BlackKnightEntity$CustomEntity                       | 164 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:black_widow_spider           | net.mcreator.nuggetsdungeonsii.entity.BlackWidowSpiderEntity$CustomEntity                  | 264 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blazer                       | net.mcreator.nuggetsdungeonsii.entity.BlazerEntity$CustomEntity                            | 222 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blighted                     | net.mcreator.nuggetsdungeonsii.entity.BlightedEntity$CustomEntity                          | 186 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blooded                      | net.mcreator.nuggetsdungeonsii.entity.BloodedEntity$CustomEntity                           | 211 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:blueback_spider              | net.mcreator.nuggetsdungeonsii.entity.BluebackSpiderEntity$CustomEntity                    | 263 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bluecoat                     | net.mcreator.nuggetsdungeonsii.entity.BluecoatEntity$CustomEntity                          | 209 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bograchnid                   | net.mcreator.nuggetsdungeonsii.entity.BograchnidEntity$CustomEntity                        | 144 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bonerachnid                  | net.mcreator.nuggetsdungeonsii.entity.BonerachnidEntity$CustomEntity                       | 145 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:bull                         | net.mcreator.nuggetsdungeonsii.entity.BullEntity$CustomEntity                              | 142 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:buried                       | net.mcreator.nuggetsdungeonsii.entity.BuriedEntity$CustomEntity                            | 173 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:candy_corn                   | net.mcreator.nuggetsdungeonsii.entity.CandyCornEntity$CustomEntity                         | 245 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cave_scorpion                | net.mcreator.nuggetsdungeonsii.entity.CaveScorpionEntity$CustomEntity                      | 199 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:caverachnid                  | net.mcreator.nuggetsdungeonsii.entity.CaverachnidEntity$CustomEntity                       | 147 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cavesquatch                  | net.mcreator.nuggetsdungeonsii.entity.CavesquatchEntity$CustomEntity                       | 193 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:charred                      | net.mcreator.nuggetsdungeonsii.entity.CharredEntity$CustomEntity                           | 150 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:chomper                      | net.mcreator.nuggetsdungeonsii.entity.ChomperEntity$CustomEntity                           | 227 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:clown                        | net.mcreator.nuggetsdungeonsii.entity.ClownEntity$CustomEntity                             | 221 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:commander_candy_corn         | net.mcreator.nuggetsdungeonsii.entity.CommanderCandyCornEntity$CustomEntity                | 246 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:copperoid                    | net.mcreator.nuggetsdungeonsii.entity.CopperoidEntity$CustomEntity                         | 143 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:crimson_knight               | net.mcreator.nuggetsdungeonsii.entity.CrimsonKnightEntity$CustomEntity                     | 231 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cruncher                     | net.mcreator.nuggetsdungeonsii.entity.CruncherEntity$CustomEntity                          | 244 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:cursed                       | net.mcreator.nuggetsdungeonsii.entity.CursedEntity$CustomEntity                            | 179 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:darkrachnid                  | net.mcreator.nuggetsdungeonsii.entity.DarkrachnidEntity$CustomEntity                       | 249 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:darksquatch                  | net.mcreator.nuggetsdungeonsii.entity.DarksquatchEntity$CustomEntity                       | 248 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:decayer                      | net.mcreator.nuggetsdungeonsii.entity.DecayerEntity$CustomEntity                           | 250 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:deepur                       | net.mcreator.nuggetsdungeonsii.entity.DeepurEntity$CustomEntity                            | 172 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:desert_knight                | net.mcreator.nuggetsdungeonsii.entity.DesertKnightEntity$CustomEntity                      | 168 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dionic                       | net.mcreator.nuggetsdungeonsii.entity.DionicEntity$CustomEntity                            | 243 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:diseased_rat                 | net.mcreator.nuggetsdungeonsii.entity.DiseasedRatEntity$CustomEntity                       | 183 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:drakula                      | net.mcreator.nuggetsdungeonsii.entity.DrakulaEntity$CustomEntity                           | 234 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:draugr                       | net.mcreator.nuggetsdungeonsii.entity.DraugrEntity$CustomEntity                            | 204 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dreadlich_boss               | net.mcreator.nuggetsdungeonsii.entity.DreadlichBossEntity$CustomEntity                     | 153 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dust_mummy                   | net.mcreator.nuggetsdungeonsii.entity.DustMummyEntity$CustomEntity                         | 251 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:dweller                      | net.mcreator.nuggetsdungeonsii.entity.DwellerEntity$CustomEntity                           | 162 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletaeromancer       | net.mcreator.nuggetsdungeonsii.entity.AeromancerEntity$ArrowCustomEntity                   | 178 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletair_staff        | net.mcreator.nuggetsdungeonsii.item.AirStaffItem$ArrowCustomEntity                         | 176 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletmusket           | net.mcreator.nuggetsdungeonsii.item.MusketItem$ArrowCustomEntity                           | 206 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletninja            | net.mcreator.nuggetsdungeonsii.entity.NinjaEntity$ArrowCustomEntity                        | 201 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletredcoat          | net.mcreator.nuggetsdungeonsii.entity.RedcoatEntity$ArrowCustomEntity                      | 208 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybulletshuriken_shooter | net.mcreator.nuggetsdungeonsii.item.ShurikenShooterItem$ArrowCustomEntity                  | 202 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:entitybullettower_guardian   | net.mcreator.nuggetsdungeonsii.entity.TowerGuardianEntity$ArrowCustomEntity                | 175 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:fleshrachnid                 | net.mcreator.nuggetsdungeonsii.entity.FleshrachnidEntity$CustomEntity                      | 212 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frost_husk                   | net.mcreator.nuggetsdungeonsii.entity.FrostHuskEntity$CustomEntity                         | 225 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frost_scorpion               | net.mcreator.nuggetsdungeonsii.entity.FrostScorpionEntity$CustomEntity                     | 218 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:frostrachnid                 | net.mcreator.nuggetsdungeonsii.entity.FrostrachnidEntity$CustomEntity                      | 237 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:geode                        | net.mcreator.nuggetsdungeonsii.entity.GeodeEntity$CustomEntity                             | 197 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ghost                        | net.mcreator.nuggetsdungeonsii.entity.GhostEntity$CustomEntity                             | 247 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:glowboar                     | net.mcreator.nuggetsdungeonsii.entity.GlowboarEntity$CustomEntity                          | 235 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:goblin                       | net.mcreator.nuggetsdungeonsii.entity.GoblinEntity$CustomEntity                            | 187 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:golden_knight                | net.mcreator.nuggetsdungeonsii.entity.GoldenKnightEntity$CustomEntity                      | 258 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:gorgon                       | net.mcreator.nuggetsdungeonsii.entity.GorgonEntity$CustomEntity                            | 260 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:haunted_armor                | net.mcreator.nuggetsdungeonsii.entity.HauntedArmorEntity$CustomEntity                      | 146 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hell_rat                     | net.mcreator.nuggetsdungeonsii.entity.HellRatEntity$CustomEntity                           | 265 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hell_scorpion                | net.mcreator.nuggetsdungeonsii.entity.HellScorpionEntity$CustomEntity                      | 220 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hermit_creep                 | net.mcreator.nuggetsdungeonsii.entity.HermitCreepEntity$CustomEntity                       | 210 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hobgoblin                    | net.mcreator.nuggetsdungeonsii.entity.HobgoblinEntity$CustomEntity                         | 215 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hobgoblin_chief              | net.mcreator.nuggetsdungeonsii.entity.HobgoblinChiefEntity$CustomEntity                    | 216 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:hollow                       | net.mcreator.nuggetsdungeonsii.entity.HollowEntity$CustomEntity                            | 203 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:houndeye                     | net.mcreator.nuggetsdungeonsii.entity.HoundeyeEntity$CustomEntity                          | 253 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:iceman                       | net.mcreator.nuggetsdungeonsii.entity.IcemanEntity$CustomEntity                            | 159 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:illager_knight               | net.mcreator.nuggetsdungeonsii.entity.IllagerKnightEntity$CustomEntity                     | 184 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:illager_rebel                | net.mcreator.nuggetsdungeonsii.entity.IllagerRebelEntity$CustomEntity                      | 158 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:infected_husk                | net.mcreator.nuggetsdungeonsii.entity.InfectedHuskEntity$CustomEntity                      | 229 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ionic                        | net.mcreator.nuggetsdungeonsii.entity.IonicEntity$CustomEntity                             | 239 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:jungle_woodrachnid           | net.mcreator.nuggetsdungeonsii.entity.JungleWoodrachnidEntity$CustomEntity                 | 151 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:knight                       | net.mcreator.nuggetsdungeonsii.entity.KnightEntity$CustomEntity                            | 166 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:martian                      | net.mcreator.nuggetsdungeonsii.entity.MartianEntity$CustomEntity                           | 256 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:mawrachnid                   | net.mcreator.nuggetsdungeonsii.entity.MawrachnidEntity$CustomEntity                        | 196 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:monolith_guard               | net.mcreator.nuggetsdungeonsii.entity.MonolithGuardEntity$CustomEntity                     | 198 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:mummy                        | net.mcreator.nuggetsdungeonsii.entity.MummyEntity$CustomEntity                             | 167 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:muncher                      | net.mcreator.nuggetsdungeonsii.entity.MuncherEntity$CustomEntity                           | 223 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:neon_rat                     | net.mcreator.nuggetsdungeonsii.entity.NeonRatEntity$CustomEntity                           | 181 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:neonic                       | net.mcreator.nuggetsdungeonsii.entity.NeonicEntity$CustomEntity                            | 240 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:nether_beast                 | net.mcreator.nuggetsdungeonsii.entity.NetherBeastEntity$CustomEntity                       | 152 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:netherracknid                | net.mcreator.nuggetsdungeonsii.entity.NetherracknidEntity$CustomEntity                     | 228 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:ninja                        | net.mcreator.nuggetsdungeonsii.entity.NinjaEntity$CustomEntity                             | 200 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:phantorachnid                | net.mcreator.nuggetsdungeonsii.entity.PhantorachnidEntity$CustomEntity                     | 269 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:pharoah                      | net.mcreator.nuggetsdungeonsii.entity.PharoahEntity$CustomEntity                           | 170 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:piglien                      | net.mcreator.nuggetsdungeonsii.entity.PiglienEntity$CustomEntity                           | 257 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:plague_mummy                 | net.mcreator.nuggetsdungeonsii.entity.PlagueMummyEntity$CustomEntity                       | 267 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:platinum_knight              | net.mcreator.nuggetsdungeonsii.entity.PlatinumKnightEntity$CustomEntity                    | 266 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:poprachnid                   | net.mcreator.nuggetsdungeonsii.entity.PoprachnidEntity$CustomEntity                        | 205 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:psionic                      | net.mcreator.nuggetsdungeonsii.entity.PsionicEntity$CustomEntity                           | 242 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rainbow_rat                  | net.mcreator.nuggetsdungeonsii.entity.RainbowRatEntity$CustomEntity                        | 182 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rainbowrachnid               | net.mcreator.nuggetsdungeonsii.entity.RainbowrachnidEntity$CustomEntity                    | 232 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:rat                          | net.mcreator.nuggetsdungeonsii.entity.RatEntity$CustomEntity                               | 180 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:red_scorpion                 | net.mcreator.nuggetsdungeonsii.entity.RedScorpionEntity$CustomEntity                       | 217 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:redcoat                      | net.mcreator.nuggetsdungeonsii.entity.RedcoatEntity$CustomEntity                           | 207 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:robot                        | net.mcreator.nuggetsdungeonsii.entity.RobotEntity$CustomEntity                             | 188 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:royal_illager_knight         | net.mcreator.nuggetsdungeonsii.entity.RoyalIllagerKnightEntity$CustomEntity                | 185 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sand_rat                     | net.mcreator.nuggetsdungeonsii.entity.SandRatEntity$CustomEntity                           | 224 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sandsquatch                  | net.mcreator.nuggetsdungeonsii.entity.SandsquatchEntity$CustomEntity                       | 169 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sasquatch                    | net.mcreator.nuggetsdungeonsii.entity.SasquatchEntity$CustomEntity                         | 160 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:scarecrow                    | net.mcreator.nuggetsdungeonsii.entity.ScarecrowEntity$CustomEntity                         | 213 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:scorpion                     | net.mcreator.nuggetsdungeonsii.entity.ScorpionEntity$CustomEntity                          | 154 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:silver_knight                | net.mcreator.nuggetsdungeonsii.entity.SilverKnightEntity$CustomEntity                      | 195 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:sky_knight                   | net.mcreator.nuggetsdungeonsii.entity.SkyKnightEntity$CustomEntity                         | 261 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:special_goblin_skullripper   | net.mcreator.nuggetsdungeonsii.entity.SpecialGoblinSkullripperEntity$CustomEntity          | 252 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spider_broodfather           | net.mcreator.nuggetsdungeonsii.entity.SpiderBroodfatherEntity$CustomEntity                 | 214 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spider_broodmother_boss      | net.mcreator.nuggetsdungeonsii.entity.SpiderBroodmotherBossEntity$CustomEntity             | 156 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:spriggan                     | net.mcreator.nuggetsdungeonsii.entity.SprigganEntity$CustomEntity                          | 189 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:squidman                     | net.mcreator.nuggetsdungeonsii.entity.SquidmanEntity$CustomEntity                          | 155 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:stone_statue                 | net.mcreator.nuggetsdungeonsii.entity.StoneStatueEntity$CustomEntity                       | 259 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:swampsquatch                 | net.mcreator.nuggetsdungeonsii.entity.SwampsquatchEntity$CustomEntity                      | 194 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tarantula                    | net.mcreator.nuggetsdungeonsii.entity.TarantulaEntity$CustomEntity                         | 191 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:termite                      | net.mcreator.nuggetsdungeonsii.entity.TermiteEntity$CustomEntity                           | 192 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:the_white_pumpkin            | net.mcreator.nuggetsdungeonsii.entity.TheWhitePumpkinEntity$CustomEntity                   | 262 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tower_guardian               | net.mcreator.nuggetsdungeonsii.entity.TowerGuardianEntity$CustomEntity                     | 174 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:tower_sentinel               | net.mcreator.nuggetsdungeonsii.entity.TowerSentinelEntity$CustomEntity                     | 254 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:toxic_scorpion               | net.mcreator.nuggetsdungeonsii.entity.ToxicScorpionEntity$CustomEntity                     | 219 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:vampire                      | net.mcreator.nuggetsdungeonsii.entity.VampireEntity$CustomEntity                           | 233 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:werewolf_den                 | net.mcreator.nuggetsdungeonsii.entity.WerewolfDenEntity$CustomEntity                       | 226 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:white_knight                 | net.mcreator.nuggetsdungeonsii.entity.WhiteKnightEntity$CustomEntity                       | 165 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wight                        | net.mcreator.nuggetsdungeonsii.entity.WightEntity$CustomEntity                             | 171 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wildfire_spriggan            | net.mcreator.nuggetsdungeonsii.entity.WildfireSprigganEntity$CustomEntity                  | 190 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:wood_elf                     | net.mcreator.nuggetsdungeonsii.entity.WoodElfEntity$CustomEntity                           | 238 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:woodrachnid                  | net.mcreator.nuggetsdungeonsii.entity.WoodrachnidEntity$CustomEntity                       | 149 |
| Nugget's Dungeons II       | nuggets_dungeons_ii:yeti                         | net.mcreator.nuggetsdungeonsii.entity.YetiEntity$CustomEntity                              | 157 |
| Oh The Biomes You'll Go    | byg:boat                                         | voronoiaoc.byg.common.entity.boat.BYGBoatEntity                                            | 446 |
| Playing Cards              | playingcards:card                                | playingcards.entity.EntityCard                                                             | 447 |
| Playing Cards              | playingcards:card_deck                           | playingcards.entity.EntityCardDeck                                                         | 448 |
| Playing Cards              | playingcards:dice                                | playingcards.entity.EntityDice                                                             | 450 |
| Playing Cards              | playingcards:poker_chip                          | playingcards.entity.EntityPokerChip                                                        | 449 |
| Playing Cards              | playingcards:seat                                | playingcards.entity.EntitySeat                                                             | 451 |
| ProjectE                   | projecte:fire_projectile                         | moze_intel.projecte.gameObjs.entity.EntityFireProjectile                                   | 110 |
| ProjectE                   | projecte:homing_arrow                            | moze_intel.projecte.gameObjs.entity.EntityHomingArrow                                      | 109 |
| ProjectE                   | projecte:lava_projectile                         | moze_intel.projecte.gameObjs.entity.EntityLavaProjectile                                   | 104 |
| ProjectE                   | projecte:lens_projectile                         | moze_intel.projecte.gameObjs.entity.EntityLensProjectile                                   | 106 |
| ProjectE                   | projecte:mob_randomizer                          | moze_intel.projecte.gameObjs.entity.EntityMobRandomizer                                    | 105 |
| ProjectE                   | projecte:nova_cataclysm_primed                   | moze_intel.projecte.gameObjs.entity.EntityNovaCataclysmPrimed                              | 108 |
| ProjectE                   | projecte:nova_catalyst_primed                    | moze_intel.projecte.gameObjs.entity.EntityNovaCatalystPrimed                               | 107 |
| ProjectE                   | projecte:swrg_projectile                         | moze_intel.projecte.gameObjs.entity.EntitySWRGProjectile                                   | 111 |
| ProjectE                   | projecte:water_projectile                        | moze_intel.projecte.gameObjs.entity.EntityWaterProjectile                                  | 103 |
| Quark                      | quark:chest_passenger                            | vazkii.quark.management.entity.ChestPassengerEntity                                        | 429 |
| Quark                      | quark:colored_frame                              | vazkii.quark.building.entity.ColoredItemFrameEntity                                        | 437 |
| Quark                      | quark:crab                                       | vazkii.quark.mobs.entity.CrabEntity                                                        | 432 |
| Quark                      | quark:foxhound                                   | vazkii.quark.mobs.entity.FoxhoundEntity                                                    | 438 |
| Quark                      | quark:frog                                       | vazkii.quark.mobs.entity.FrogEntity                                                        | 433 |
| Quark                      | quark:glass_frame                                | vazkii.quark.building.entity.GlassItemFrameEntity                                          | 436 |
| Quark                      | quark:gravisand                                  | vazkii.quark.automation.entity.GravisandEntity                                             | 427 |
| Quark                      | quark:pickarang                                  | vazkii.quark.tools.entity.PickarangEntity                                                  | 431 |
| Quark                      | quark:stoneling                                  | vazkii.quark.mobs.entity.StonelingEntity                                                   | 435 |
| Quark                      | quark:toretoise                                  | vazkii.quark.mobs.entity.ToretoiseEntity                                                   | 434 |
| Quark                      | quark:totem                                      | vazkii.quark.oddities.entity.TotemOfHoldingEntity                                          | 428 |
| Quark                      | quark:wrapped                                    | vazkii.quark.world.entity.WrappedEntity                                                    | 430 |
| SecurityCraft              | securitycraft:bouncingbetty                      | net.geforcemods.securitycraft.entity.BouncingBettyEntity                                   | 440 |
| SecurityCraft              | securitycraft:bullet                             | net.geforcemods.securitycraft.entity.BulletEntity                                          | 444 |
| SecurityCraft              | securitycraft:imsbomb                            | net.geforcemods.securitycraft.entity.IMSBombEntity                                         | 441 |
| SecurityCraft              | securitycraft:securitycamera                     | net.geforcemods.securitycraft.entity.SecurityCameraEntity                                  | 442 |
| SecurityCraft              | securitycraft:sentry                             | net.geforcemods.securitycraft.entity.SentryEntity                                          | 443 |
| Snail Mail                 | snailmail:snail_man                              | dev.itsmeow.snailmail.entity.SnailManEntity                                                | 112 |
| Spartan Weaponry           | spartanweaponry:arrow                            | com.oblivioussp.spartanweaponry.entity.projectile.ArrowBaseEntity                          | 270 |
| Spartan Weaponry           | spartanweaponry:arrow_explosive                  | com.oblivioussp.spartanweaponry.entity.projectile.ArrowExplosiveEntity                     | 271 |
| Spartan Weaponry           | spartanweaponry:bolt                             | com.oblivioussp.spartanweaponry.entity.projectile.BoltEntity                               | 272 |
| Spartan Weaponry           | spartanweaponry:bolt_spectral                    | com.oblivioussp.spartanweaponry.entity.projectile.BoltSpectralEntity                       | 273 |
| Spartan Weaponry           | spartanweaponry:boomerang                        | com.oblivioussp.spartanweaponry.entity.projectile.BoomerangEntity                          | 277 |
| Spartan Weaponry           | spartanweaponry:dynamite                         | com.oblivioussp.spartanweaponry.entity.projectile.DynamiteEntity                           | 278 |
| Spartan Weaponry           | spartanweaponry:javelin                          | com.oblivioussp.spartanweaponry.entity.projectile.JavelinEntity                            | 276 |
| Spartan Weaponry           | spartanweaponry:throwing_weapon                  | com.oblivioussp.spartanweaponry.entity.projectile.ThrowingWeaponEntity                     | 274 |
| Spartan Weaponry           | spartanweaponry:tomahawk                         | com.oblivioussp.spartanweaponry.entity.projectile.TomahawkEntity                           | 275 |
| Switch-Bow                 | switchbow:entityarrowair                         | de.Whitedraco.switchbow.entity.arrow.EntityArrowAir                                        | 283 |
