+----------------------------+---------------------------------------------------------+------------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                  |
| of the Block class in question. The actual final values may be different                                        |
| for different states of the block, or they may depend on a TileEntity etc.                                      |
+----------------------------+---------------------------------------------------------+------------+-------------+
| Mod name                   | Registry name                                           |   Hardness |  Resistance |
| Explorercraft              | explorercraft:infected_willow_pink_door                 |       3.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_fence                |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_fence_gate           |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_log                  |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_pink_planks               |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_pressure_plate       |       0.50 |        0.50 |
| Explorercraft              | explorercraft:infected_willow_pink_slab                 |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_stairs               |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_stripped_log         |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_pink_stripped_wood        |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_pink_trapdoor             |       3.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pink_wood                 |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_planks                    |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_pressure_plate            |       0.50 |        0.50 |
| Explorercraft              | explorercraft:infected_willow_slab                      |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_stairs                    |       2.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_stripped_log              |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_stripped_wood             |       2.00 |        2.00 |
| Explorercraft              | explorercraft:infected_willow_trapdoor                  |       3.00 |        3.00 |
| Explorercraft              | explorercraft:infected_willow_wood                      |       2.00 |        2.00 |
| Explorercraft              | explorercraft:jade_block                                |       3.00 |        3.00 |
| Explorercraft              | explorercraft:jade_ore                                  |       3.00 |        3.00 |
| Explorercraft              | explorercraft:leek_wild                                 |       0.00 |        0.00 |
| Explorercraft              | explorercraft:leeks                                     |       0.00 |        0.00 |
| Explorercraft              | explorercraft:lotus_flower                              |       0.00 |        0.00 |
| Explorercraft              | explorercraft:lotus_stem                                |       0.00 |        0.00 |
| Explorercraft              | explorercraft:lupine                                    |       0.00 |        0.00 |
| Explorercraft              | explorercraft:maple_button                              |       0.50 |        0.50 |
| Explorercraft              | explorercraft:maple_door                                |       3.00 |        3.00 |
| Explorercraft              | explorercraft:maple_fence                               |       2.00 |        3.00 |
| Explorercraft              | explorercraft:maple_fence_gate                          |       2.00 |        3.00 |
| Explorercraft              | explorercraft:maple_leaves                              |       0.20 |        0.20 |
| Explorercraft              | explorercraft:maple_log                                 |       2.00 |        2.00 |
| Explorercraft              | explorercraft:maple_planks                              |       2.00 |        3.00 |
| Explorercraft              | explorercraft:maple_pressure_plate                      |       0.50 |        0.50 |
| Explorercraft              | explorercraft:maple_sapling                             |       0.00 |        0.00 |
| Explorercraft              | explorercraft:maple_slab                                |       2.00 |        3.00 |
| Explorercraft              | explorercraft:maple_stairs                              |       2.00 |        3.00 |
| Explorercraft              | explorercraft:maple_stripped_log                        |       2.00 |        2.00 |
| Explorercraft              | explorercraft:maple_stripped_wood                       |       2.00 |        2.00 |
| Explorercraft              | explorercraft:maple_trapdoor                            |       3.00 |        3.00 |
| Explorercraft              | explorercraft:maple_wood                                |       2.00 |        2.00 |
| Explorercraft              | explorercraft:marble                                    |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_brick_slab                         |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_brick_stairs                       |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_brick_wall                         |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_bricks                             |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_chiseled                           |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_cracked                            |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_mossy                              |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_mossy_slab                         |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_mossy_stairs                       |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_mossy_wall                         |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_pillar                             |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_polished                           |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_polished_slab                      |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_polished_stairs                    |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_slab                               |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_stairs                             |       1.50 |        6.00 |
| Explorercraft              | explorercraft:marble_wall                               |       1.50 |        6.00 |
| Explorercraft              | explorercraft:mud                                       |       0.60 |        0.60 |
| Explorercraft              | explorercraft:noctilucas                                |       0.00 |        0.00 |
| Explorercraft              | explorercraft:pink_mushroom                             |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_ash_sapling                        |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_bamboo_sapling                     |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_cherry_sapling                     |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_daffodil                           |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_green_mushroom                     |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_lupine                             |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_maple_sapling                      |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_pink_mushroom                      |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_wild_leek                          |       0.00 |        0.00 |
| Explorercraft              | explorercraft:potted_willow_sapling                     |       0.00 |        0.00 |
| Explorercraft              | explorercraft:rice_base                                 |       0.00 |        0.00 |
| Explorercraft              | explorercraft:rice_straw_block                          |       0.50 |        0.50 |
| Explorercraft              | explorercraft:rice_top                                  |       0.00 |        0.00 |
| Explorercraft              | explorercraft:ruby_block                                |       3.00 |        3.00 |
| Explorercraft              | explorercraft:ruby_ore                                  |       3.00 |        3.00 |
| Explorercraft              | explorercraft:short_grass                               |       0.00 |        0.00 |
| Explorercraft              | explorercraft:slate                                     |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_brick_slab                          |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_brick_stairs                        |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_brick_wall                          |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_bricks                              |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_chiseled                            |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_mossy                               |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_mossy_slab                          |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_mossy_stairs                        |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_mossy_wall                          |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_pillar                              |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_polished                            |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_polished_slab                       |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_polished_stairs                     |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_slab                                |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_stairs                              |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_tile                                |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_tile_slab                           |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_tile_stairs                         |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_wall                                |       1.50 |        6.00 |
| Explorercraft              | explorercraft:slate_welsh                               |       1.50 |        6.00 |
| Explorercraft              | explorercraft:sleeping_bag_black                        |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_blue                         |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_brown                        |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_cyan                         |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_gray                         |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_green                        |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_leather                      |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_light_blue                   |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_light_gray                   |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_lime                         |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_magenta                      |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_orange                       |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_pink                         |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_purple                       |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_red                          |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_white                        |       0.20 |        0.30 |
| Explorercraft              | explorercraft:sleeping_bag_yellow                       |       0.20 |        0.30 |
| Explorercraft              | explorercraft:slimey_stone                              |       1.50 |        6.00 |
| Explorercraft              | explorercraft:tall_cattail                              |       0.00 |        0.00 |
| Explorercraft              | explorercraft:tatami                                    |       0.20 |        0.30 |
| Explorercraft              | explorercraft:tatami_half                               |       0.20 |        0.30 |
| Explorercraft              | explorercraft:willow                                    |       0.20 |        0.20 |
| Explorercraft              | explorercraft:willow_button                             |       0.50 |        0.50 |
| Explorercraft              | explorercraft:willow_door                               |       3.00 |        3.00 |
| Explorercraft              | explorercraft:willow_fence                              |       2.00 |        3.00 |
| Explorercraft              | explorercraft:willow_fence_gate                         |       2.00 |        3.00 |
| Explorercraft              | explorercraft:willow_leaves                             |       0.20 |        0.20 |
| Explorercraft              | explorercraft:willow_log                                |       2.00 |        2.00 |
| Explorercraft              | explorercraft:willow_planks                             |       2.00 |        3.00 |
| Explorercraft              | explorercraft:willow_pressure_plate                     |       0.50 |        0.50 |
| Explorercraft              | explorercraft:willow_sapling                            |       0.00 |        0.00 |
| Explorercraft              | explorercraft:willow_slab                               |       2.00 |        3.00 |
| Explorercraft              | explorercraft:willow_stairs                             |       2.00 |        3.00 |
| Explorercraft              | explorercraft:willow_stripped_log                       |       2.00 |        2.00 |
| Explorercraft              | explorercraft:willow_stripped_wood                      |       2.00 |        2.00 |
| Explorercraft              | explorercraft:willow_trapdoor                           |       3.00 |        3.00 |
| Explorercraft              | explorercraft:willow_wood                               |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:ancient_debris                           |      30.00 |     1200.00 |
| Extended Nether Backport   | extendednether:basalt                                   |       1.25 |        4.20 |
| Extended Nether Backport   | extendednether:blackstone                               |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:blackstone_slab                          |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:blackstone_stairs                        |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:blackstone_wall                          |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:chain                                    |       5.00 |        6.00 |
| Extended Nether Backport   | extendednether:chiseled_nether_bricks                   |       2.00 |        6.00 |
| Extended Nether Backport   | extendednether:chiseled_polished_blackstone             |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:cracked_nether_bricks                    |       2.00 |        6.00 |
| Extended Nether Backport   | extendednether:cracked_polished_blackstone_bricks       |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:crimson_button                           |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:crimson_door                             |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_fence                            |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_fence_gate                       |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_fungus                           |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:crimson_hyphae                           |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:crimson_nylium                           |       0.40 |        0.40 |
| Extended Nether Backport   | extendednether:crimson_planks                           |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_pressure_plate                   |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:crimson_roots                            |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:crimson_sign                             |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:crimson_slab                             |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_stairs                           |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_stem                             |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:crimson_trapdoor                         |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:crimson_wall_sign                        |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:crying_obsidian                          |      50.00 |     1200.00 |
| Extended Nether Backport   | extendednether:gilded_blackstone                        |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:nether_gold_ore                          |       3.00 |        3.00 |
| Extended Nether Backport   | extendednether:nether_sprouts                           |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:netherite_block                          |      50.00 |     1200.00 |
| Extended Nether Backport   | extendednether:polished_basalt                          |       1.25 |        4.20 |
| Extended Nether Backport   | extendednether:polished_blackstone                      |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_brick_slab           |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_brick_stairs         |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_brick_wall           |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_bricks               |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_button               |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:polished_blackstone_pressure_plate       |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:polished_blackstone_slab                 |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_stairs               |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:polished_blackstone_wall                 |       1.50 |        6.00 |
| Extended Nether Backport   | extendednether:potted_crimson_fungus                    |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:potted_crimson_roots                     |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:potted_warped_fungus                     |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:potted_warped_roots                      |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:quartz_bricks                            |       0.80 |        0.80 |
| Extended Nether Backport   | extendednether:respawn_anchor                           |      50.00 |     1200.00 |
| Extended Nether Backport   | extendednether:shroomlight                              |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:soul_campfire                            |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:soul_fire                                |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:soul_lantern                             |       3.50 |        3.50 |
| Extended Nether Backport   | extendednether:soul_soil                                |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:soul_torch                               |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:stripped_crimson_hyphae                  |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:stripped_crimson_stem                    |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:stripped_warped_hyphae                   |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:stripped_warped_stem                     |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:target                                   |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:twisting_vines                           |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:twisting_vines_plant                     |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:wall_soul_torch                          |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:warped_button                            |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:warped_door                              |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_fence                             |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_fence_gate                        |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_fungus                            |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:warped_hyphae                            |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:warped_nylium                            |       0.40 |        0.40 |
| Extended Nether Backport   | extendednether:warped_planks                            |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_pressure_plate                    |       0.50 |        0.50 |
| Extended Nether Backport   | extendednether:warped_roots                             |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:warped_sign                              |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:warped_slab                              |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_stairs                            |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_stem                              |       2.00 |        2.00 |
| Extended Nether Backport   | extendednether:warped_trapdoor                          |       2.00 |        3.00 |
| Extended Nether Backport   | extendednether:warped_wall_sign                         |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:warped_wart_block                        |       1.00 |        1.00 |
| Extended Nether Backport   | extendednether:weeping_vines                            |       0.00 |        0.00 |
| Extended Nether Backport   | extendednether:weeping_vines_plant                      |       0.00 |        0.00 |
| Fairy Lights               | fairylights:candle_lantern                              |       0.00 |        0.00 |
| Fairy Lights               | fairylights:candle_lantern_light                        |       0.00 |        0.00 |
| Fairy Lights               | fairylights:fairy_light                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:fastener                                    |       0.00 |        0.00 |
| Fairy Lights               | fairylights:flower_light                                |       0.00 |        0.00 |
| Fairy Lights               | fairylights:ghost_light                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:heart_light                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:icicle_lights                               |       0.00 |        0.00 |
| Fairy Lights               | fairylights:incandescent_light                          |       0.00 |        0.00 |
| Fairy Lights               | fairylights:jack_o_lantern                              |       0.00 |        0.00 |
| Fairy Lights               | fairylights:meteor_light                                |       0.00 |        0.00 |
| Fairy Lights               | fairylights:moon_light                                  |       0.00 |        0.00 |
| Fairy Lights               | fairylights:oil_lantern                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:oil_lantern_light                           |       0.00 |        0.00 |
| Fairy Lights               | fairylights:orb_lantern                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:paper_lantern                               |       0.00 |        0.00 |
| Fairy Lights               | fairylights:skull_light                                 |       0.00 |        0.00 |
| Fairy Lights               | fairylights:snowflake_light                             |       0.00 |        0.00 |
| Fairy Lights               | fairylights:spider_light                                |       0.00 |        0.00 |
| Fairy Lights               | fairylights:star_light                                  |       0.00 |        0.00 |
| Fairy Lights               | fairylights:witch_light                                 |       0.00 |        0.00 |
| Fancy Fluid Storage        | ffs:fluid_valve                                         |       5.00 |       10.00 |
| Farming for Blockheads     | farmingforblockheads:chicken_nest                       |       1.00 |        1.00 |
| Farming for Blockheads     | farmingforblockheads:feeding_trough                     |       2.00 |        2.00 |
| Farming for Blockheads     | farmingforblockheads:fertilized_farmland_healthy        |       0.60 |        0.60 |
| Farming for Blockheads     | farmingforblockheads:fertilized_farmland_healthy_stable |       0.60 |        0.60 |
| Farming for Blockheads     | farmingforblockheads:fertilized_farmland_rich           |       0.60 |        0.60 |
| Farming for Blockheads     | farmingforblockheads:fertilized_farmland_rich_stable    |       0.60 |        0.60 |
| Farming for Blockheads     | farmingforblockheads:fertilized_farmland_stable         |       0.60 |        0.60 |
| Farming for Blockheads     | farmingforblockheads:market                             |       2.00 |        2.00 |
| Flux Networks              | fluxnetworks:basicfluxstorage                           |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:fluxblock                                  |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:fluxcontroller                             |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:fluxplug                                   |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:fluxpoint                                  |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:gargantuanfluxstorage                      |       1.00 |     1000.00 |
| Flux Networks              | fluxnetworks:herculeanfluxstorage                       |       1.00 |     1000.00 |
| Foam Dome                  | foamdome:acid_dome_creator                              |       6.00 |        6.00 |
| Foam Dome                  | foamdome:acid_foam                                      |       0.00 |        0.00 |
| Foam Dome                  | foamdome:acid_tunnel_creator                            |       6.00 |        6.00 |
| Foam Dome                  | foamdome:basic_dome_creator                             |       6.00 |        6.00 |
| Foam Dome                  | foamdome:basic_foam                                     |       0.00 |        0.00 |
| Foam Dome                  | foamdome:basic_tunnel_creator                           |       6.00 |        6.00 |
| Foam Dome                  | foamdome:disolvable_basic_foam                          |       0.00 |        0.00 |
| Foam Dome                  | foamdome:disolvable_glass_foam                          |       0.00 |        0.00 |
| Foam Dome                  | foamdome:disolvable_gravity_foam                        |       0.00 |        0.00 |
| Foam Dome                  | foamdome:glass_dome_creator                             |       6.00 |        6.00 |
| Foam Dome                  | foamdome:glass_foam                                     |       0.00 |        0.00 |
| Foam Dome                  | foamdome:glass_tunnel_creator                           |       6.00 |        6.00 |
| Foam Dome                  | foamdome:gravity_dome_creator                           |       6.00 |        6.00 |
| Foam Dome                  | foamdome:gravity_tunnel_creator                         |       6.00 |        6.00 |
| Foam Dome                  | foamdome:hard_gravity_foam                              |       0.00 |        0.00 |
| Foam Dome                  | foamdome:not_foam                                       |      30.00 |      600.00 |
| Future Versions            | futureversions:ancientdebris                            |      30.00 |     1200.00 |
| Future Versions            | futureversions:andesitewall                             |       1.50 |        6.00 |
| Future Versions            | futureversions:andesitewallsmooth                       |       1.50 |        6.00 |
| Future Versions            | futureversions:basalt                                   |       1.25 |        4.20 |
| Future Versions            | futureversions:basaltdeltamountainform                  |       1.00 |       10.00 |
| Future Versions            | futureversions:basaltdeltapillar                        |       1.00 |       10.00 |
| Future Versions            | futureversions:basaltdeltaspread                        |       1.00 |       10.00 |
| Future Versions            | futureversions:basaltpillarblock                        |       1.00 |       10.00 |
| Future Versions            | futureversions:basaltpillardrop                         |       1.00 |       10.00 |
| Future Versions            | futureversions:blackstone                               |       1.50 |        6.00 |
| Future Versions            | futureversions:blackstoneslab                           |       1.50 |        6.00 |
| Future Versions            | futureversions:blackstonestairs                         |       1.50 |        6.00 |
| Future Versions            | futureversions:blackstonewall                           |       1.50 |        6.00 |
| Future Versions            | futureversions:brickwall                                |       1.50 |        6.00 |
| Future Versions            | futureversions:brickwallsmooth                          |       2.00 |        6.00 |
| Future Versions            | futureversions:chain                                    |       5.00 |        6.00 |
| Future Versions            | futureversions:chiselednetherbricks                     |       2.00 |        6.00 |
| Future Versions            | futureversions:chiseledpolishedblackstone               |       6.00 |        2.00 |
| Future Versions            | futureversions:cobblestonewallsmart                     |       2.00 |        6.00 |
| Future Versions            | futureversions:cobblestonewallsmooth                    |       2.00 |        6.00 |
| Future Versions            | futureversions:crackednetherbricks                      |       2.00 |        6.00 |
| Future Versions            | futureversions:crackedpolishedblackstonebricks          |       6.00 |        2.00 |
| Future Versions            | futureversions:crimsonfence                             |       2.00 |        3.00 |
| Future Versions            | futureversions:crimsonfungi                             |       0.00 |        0.00 |
| Future Versions            | futureversions:crimsonhyphae                            |       2.00 |        3.00 |
| Future Versions            | futureversions:crimsonnylium                            |       1.00 |        1.00 |
| Future Versions            | futureversions:crimsonnyliumspread                      |       1.00 |       10.00 |
| Future Versions            | futureversions:crimsonplanks                            |       2.00 |        3.00 |
| Future Versions            | futureversions:crimsonroots                             |       0.00 |        0.00 |
| Future Versions            | futureversions:crimsonslab                              |       2.00 |       15.00 |
| Future Versions            | futureversions:crimsonstairs                            |       2.00 |       15.00 |
| Future Versions            | futureversions:crimsonstem                              |       2.00 |        3.00 |
| Future Versions            | futureversions:crimsontrapdoor                          |       3.00 |        3.00 |
| Future Versions            | futureversions:cryingobsidian                           |      50.00 |     1200.00 |
| Future Versions            | futureversions:dioritewall                              |       1.50 |        6.00 |
| Future Versions            | futureversions:dioritewallsmooth                        |       1.50 |        6.00 |
| Future Versions            | futureversions:endstonebrickwall                        |       3.00 |        9.00 |
| Future Versions            | futureversions:endstonebrickwallsmooth                  |       3.00 |        9.00 |
| Future Versions            | futureversions:fungispawn                               |       1.00 |       10.00 |
| Future Versions            | futureversions:gildedblackstone                         |       6.00 |        2.00 |
| Future Versions            | futureversions:granitewall                              |       1.50 |        6.00 |
| Future Versions            | futureversions:granitewallsmooth                        |       1.50 |        6.00 |
| Future Versions            | futureversions:lodestone                                |       3.50 |       30.00 |
| Future Versions            | futureversions:mossycobblestonewallsmart                |       2.00 |        6.00 |
| Future Versions            | futureversions:mossycobblestonewallsmooth               |       2.00 |        6.00 |
| Future Versions            | futureversions:mossystonebricksmooth                    |       1.50 |        6.00 |
| Future Versions            | futureversions:mossystonebrickwall                      |       1.50 |        6.00 |
| Future Versions            | futureversions:netherbiomespawner                       |       1.00 |       10.00 |
| Future Versions            | futureversions:netherbrickwall                          |       1.50 |        6.00 |
| Future Versions            | futureversions:netherbrickwallsmooth                    |       2.00 |        6.00 |
| Future Versions            | futureversions:nethergoldore                            |       3.00 |        3.00 |
| Future Versions            | futureversions:netheriteblock                           |      30.00 |     1200.00 |
| Future Versions            | futureversions:nethersprout                             |       0.00 |        0.00 |
| Future Versions            | futureversions:netherwartblockdrop                      |       1.00 |       10.00 |
| Future Versions            | futureversions:polishedbasalt                           |       1.25 |       11.00 |
| Future Versions            | futureversions:polishedblackstone                       |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonebricks                 |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonebrickslab              |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonebrickstairs            |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonebrickwall              |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonebrickwallsmooth        |       1.50 |        6.00 |
| Future Versions            | futureversions:polishedblackstoneslab                   |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonestairs                 |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonewall                   |       6.00 |        2.00 |
| Future Versions            | futureversions:polishedblackstonewallsmooth             |       1.50 |        6.00 |
| Future Versions            | futureversions:prismarinewall                           |       1.50 |        6.00 |
| Future Versions            | futureversions:prismarinewallsmooth                     |       1.50 |        6.00 |
| Future Versions            | futureversions:quartzbricks                             |       0.80 |        1.00 |
| Future Versions            | futureversions:rednetherbrickwall                       |       1.50 |        6.00 |
| Future Versions            | futureversions:rednetherbrickwallsmooth                 |       2.00 |        6.00 |
| Future Versions            | futureversions:redsandstonewall                         |       0.80 |        0.80 |
| Future Versions            | futureversions:redsandstonewallsmooth                   |       0.80 |        0.80 |
| Future Versions            | futureversions:respawnanchor                            |      50.00 |     1200.00 |
| Future Versions            | futureversions:respawnanchorlevel1                      |      50.00 |     1200.00 |
| Future Versions            | futureversions:respawnanchorlevel2                      |      50.00 |     1200.00 |
| Future Versions            | futureversions:respawnanchorlevel3                      |      50.00 |     1200.00 |
| Future Versions            | futureversions:respawnanchorlevel4                      |      50.00 |     1200.00 |
| Future Versions            | futureversions:sandstonewall                            |       0.80 |        0.80 |
| Future Versions            | futureversions:sandstonewallsmooth                      |       0.80 |        0.80 |
| Future Versions            | futureversions:shroomlight                              |       1.00 |        1.00 |
| Future Versions            | futureversions:soul_fire_torch_stand                    |       0.00 |        0.00 |
| Future Versions            | futureversions:soulcampfire                             |       2.00 |       10.00 |
| Future Versions            | futureversions:soulfire                                 |       0.00 |        0.00 |
